,aRarity,mRarity
20283,268.41,127936.74
20285,219.07,38876.68
20287,927.95,108768.92
20292,576.27,194372.06
20305,482.9,1185702.12
20331,265.85,118450.23
20338,304.94,132229.63
20371,456.85,340303.62
20389,275.04,90000.25
20401,537.95,126274.76
20418,258.21,55010.42
20429,438.12,142924.28
20433,246.1,72791.43
20434,298.43,195427.0
20437,242.51,73466.4
20457,233.82,38475.87
20460,188.57,20893.23
20477,343.78,175625.47
20479,293.32,169899.21
20482,552.77,200680.41
20491,476.93,521366.09
20522,244.86,62374.11
20526,315.0,259648.63
20544,680.54,724901.43
20554,435.97,314460.72
20555,263.04,49535.3
20570,328.61,185735.95
20577,165.98,8951.28
20580,272.84,98595.72
20598,236.76,32990.53
20609,369.36,135298.45
20612,188.09,61773.33
20614,278.06,37768.31
20616,348.61,31814.62
20624,307.23,159271.69
20625,598.05,334876.37
20626,194.59,21479.99
20658,332.3,203089.79
20659,257.6,59304.34
20660,472.15,661417.02
20674,159.42,7011.61
20686,192.14,19972.43
20689,382.88,369870.52
20690,348.93,357255.39
20698,250.33,136521.74
20700,179.59,5267.23
20704,183.06,21954.91
20728,239.43,110402.65
20732,208.72,27650.6
20738,188.02,17961.65
20739,316.42,67992.96
20746,385.77,69882.38
20751,339.15,40806.38
20754,347.8,303411.78
20756,490.22,1351754.07
20763,386.33,244112.37
20766,263.12,186432.17
20768,202.44,44473.41
20772,383.95,209148.87
20773,296.03,300647.03
20779,220.71,23341.86
20788,248.55,79709.37
20798,367.23,120674.99
20801,191.33,19700.75
20803,213.47,59114.05
20812,379.89,102196.81
20821,301.87,613100.99
20832,235.62,127995.4
20851,240.54,65982.91
20853,628.47,352561.95
20854,416.2,312268.78
20859,200.35,23310.51
20871,696.79,526681.4
20876,346.28,330579.91
20887,421.76,261629.4
20891,442.87,882704.99
20895,665.4,1173946.25
20905,294.97,289575.36
20906,309.64,76071.32
20908,265.63,124381.53
20910,232.77,168540.97
20936,323.61,101066.67
20938,263.89,61552.22
20945,198.92,14841.84
20946,256.42,121085.23
20961,256.99,37717.96
20964,441.76,181559.15
20965,318.62,169226.63
20980,705.91,864649.44
20988,255.53,248497.97
20993,196.02,34221.66
21006,253.93,101187.14
21027,244.27,161615.67
21035,228.84,87452.4
21038,458.49,184321.68
21042,406.54,663558.58
21051,775.78,693782.92
21058,177.98,21854.53
21064,256.53,176039.79
21079,220.45,62399.6
21081,244.73,45109.3
21085,500.83,27134.81
21099,368.12,489903.8
21133,2400.06,11511278.42
21141,239.38,91363.45
21163,558.8,422232.76
21167,255.39,57656.85
21179,403.05,88247.95
21184,499.61,118379.14
21186,169.0,12526.69
21218,2921.79,9362026.18
21219,207.86,33327.65
21225,199.17,23705.59
21257,364.61,175596.64
21264,422.65,202989.61
21268,482.16,356532.55
21272,247.79,25031.36
21277,261.42,57836.83
21279,230.93,48651.04
21281,214.9,53995.35
21283,911.49,100968.29
21285,220.01,44769.17
21300,289.56,76537.87
21309,222.9,51788.13
21329,217.97,58230.89
21330,448.59,199386.13
21332,228.98,33328.07
21338,260.42,175584.12
21339,260.17,36071.69
21344,230.97,83186.02
21363,319.19,694176.24
21369,257.4,265685.01
21384,269.15,45926.91
21398,2108.17,551254.64
21403,355.68,448079.71
21408,478.6,428834.51
21411,196.43,40642.9
21414,226.36,62405.68
21418,191.55,7855.6
21429,375.97,531225.94
21433,204.8,40815.9
21436,415.04,141182.32
21441,377.93,372916.98
21446,229.2,33616.17
21449,352.18,263428.96
21454,1123.12,10621366.58
21456,354.52,155224.88
21468,335.87,202537.02
21475,228.52,60035.26
21482,725.8,1299026.1
21487,241.4,79000.45
21488,263.49,102266.1
21504,410.66,706360.52
21518,402.2,1015706.36
21522,175.8,17466.37
21523,599.65,518503.78
21534,183.56,22193.68
21579,262.99,93808.1
21599,324.54,188532.27
21604,435.81,567204.55
21609,286.2,174507.67
21610,280.82,422614.62
21619,331.87,369514.61
21628,623.26,689598.54
21635,501.39,541023.08
21647,206.66,15503.24
21657,250.85,117501.98
21665,186.74,25055.95
21674,203.21,33830.14
21677,1331.02,42116525.81
21678,194.61,30134.25
21684,292.16,247950.85
21696,250.81,144811.96
21725,293.96,143069.52
21727,456.29,114822.91
21731,214.36,36772.32
21732,477.25,1204414.1
21745,424.75,231156.39
21764,261.61,88730.42
21772,327.84,326990.73
21788,334.19,143527.19
21790,217.2,35448.2
21794,263.95,326698.2
21795,327.02,63311.43
21797,300.48,73257.1
21820,235.95,31721.31
21832,218.86,34284.47
21835,328.36,110861.35
21837,783.39,644510.88
21838,337.31,182885.04
21885,218.4,59249.46
21891,626.93,240970.22
21918,284.07,338032.77
21931,637.14,590023.77
21933,583.63,148906.47
21935,545.26,2680284.5
21938,278.51,141024.29
21955,715.12,112333.72
21958,511.01,202611.5
21960,216.39,31146.28
21979,342.83,132836.34
21980,185.79,20632.65
21990,283.72,38014.27
21993,226.79,31685.73
21996,255.22,139753.58
22010,278.98,55074.73
22012,242.35,57049.26
22027,220.21,54737.17
22069,247.78,25804.08
22072,178.92,35872.38
22075,211.57,118418.66
22079,323.19,108101.33
22081,274.15,104956.6
22088,327.93,152972.18
22091,281.08,139165.83
22093,412.9,281800.85
22096,370.84,209139.86
22115,183.65,16730.23
22116,204.34,103540.69
22134,402.24,510752.23
22136,205.83,14094.38
22138,562.85,124613.14
22140,198.32,22001.99
22143,212.44,61690.68
22145,349.36,170021.61
22146,280.72,155548.91
22153,237.67,73934.53
22155,264.78,114005.17
22156,266.43,86640.98
22160,256.22,126493.82
22161,293.93,46124.56
22166,234.04,17818.1
22169,240.18,32193.95
22182,509.16,532285.96
22184,204.16,23731.32
22195,299.79,276257.78
22196,202.17,36400.16
22206,194.73,27476.64
22215,390.74,196395.01
22228,432.96,184729.45
22236,200.85,37107.35
22238,206.25,35018.05
22239,444.86,880860.07
22240,245.7,114276.32
22252,222.27,43632.32
22253,346.48,538740.69
22257,273.15,92422.71
22258,629.56,1063239.25
22283,661.85,191322.35
22296,648.48,695209.57
22298,543.71,632815.18
22302,286.53,367546.52
22305,262.89,113035.61
22306,323.86,185098.57
22319,273.01,86210.23
22338,495.17,671194.77
22385,303.62,487887.82
22386,336.53,96339.1
22394,301.72,154622.22
22398,814.08,1410310.04
22411,415.26,173632.59
22412,347.39,90329.06
22415,349.17,440313.52
22416,242.62,59854.28
22477,381.48,771895.78
22489,356.7,646952.91
22491,302.13,135790.78
22492,961.98,5866875.55
22512,452.25,1566499.61
22513,230.85,109937.1
22518,334.08,134916.17
22521,263.07,61990.57
22544,303.63,93135.88
22556,186.95,32277.3
22572,212.95,30068.57
22582,331.59,270632.63
22588,176.76,16929.31
22602,346.37,124753.14
22607,804.44,1626091.35
22608,204.75,33732.55
22620,381.76,444740.83
22624,253.49,45358.47
22630,283.14,180613.17
22641,409.62,206543.71
22645,309.93,80822.79
22648,223.66,30812.92
22658,251.61,57545.68
22660,343.78,175411.72
22663,438.88,345891.82
22671,451.45,63832.73
22706,169.54,14755.9
22713,393.98,655988.53
22721,560.91,530354.68
22722,326.24,276211.3
22723,298.22,117519.66
22732,462.36,159133.81
22736,399.04,107737.93
22737,465.74,223273.54
22739,614.7,1261834.37
22742,280.8,223152.49
22777,272.63,180969.89
22787,816.94,742994.53
22790,327.53,365072.48
22807,1515.34,4833311.83
22823,210.53,46451.16
22830,367.83,524853.16
22831,493.29,1773242.31
22838,180.1,19936.39
22842,554.64,490452.92
22870,449.75,148286.35
22877,314.23,585222.12
22881,259.81,143309.91
22883,464.74,60515.34
22904,1488.3,653297.86
22906,407.21,118623.73
22917,1199.9,1321135.41
22927,331.15,221515.69
22934,808.88,302307.16
22936,244.04,37446.11
22957,440.0,399716.53
22979,212.32,37454.71
23010,371.29,255087.29
23026,235.77,103971.28
23027,257.99,139095.71
23038,217.99,55521.51
23046,251.6,82147.13
23047,193.69,34806.08
23051,236.3,50660.8
23064,181.47,39020.26
23065,715.9,321987.36
23068,196.28,44968.57
23070,245.61,61816.45
23079,418.54,404416.97
23081,302.6,162398.86
23110,607.22,1406527.18
23112,213.96,65036.38
23123,438.04,260836.77
23124,419.55,1327675.7
23140,199.58,29041.64
23141,386.52,639857.75
23142,281.17,45498.82
23156,271.62,159668.33
23159,212.94,25256.77
23163,242.45,41413.45
23188,229.39,53364.95
23204,777.97,1172895.88
23222,533.75,266974.07
23230,481.03,908308.41
23236,235.85,67619.71
23242,259.28,130285.19
23245,357.3,205183.86
23257,301.69,37326.24
23273,475.05,397954.2
23280,365.48,24089.25
23281,470.1,737475.74
23285,260.19,205827.64
23294,671.09,1907589.58
23300,874.75,989010.8
23305,506.88,204240.06
23306,343.37,222358.92
23316,298.84,31557.81
23355,594.98,1243932.71
23376,323.38,162209.07
23377,285.84,249890.03
23380,349.47,235807.38
23382,497.42,211022.88
23385,204.13,27623.6
23391,413.29,329110.98
23412,1405.86,4532232.85
23429,452.42,80472.9
23432,194.57,30821.41
23444,269.09,49834.51
23458,262.09,87926.85
23463,433.47,281742.64
23471,570.76,203559.69
23486,434.53,178934.33
23510,299.26,284908.86
23517,559.11,1048290.87
23525,486.83,47315.18
23528,263.01,241623.03
23530,321.29,82118.69
23540,173.52,14110.94
23545,211.57,55176.36
23551,268.63,35465.33
23552,212.54,52040.79
23558,664.38,1013270.08
23561,218.38,45655.94
23567,1696.08,100939.27
23576,234.29,114510.88
23583,427.79,120242.8
23611,495.2,108090.04
23643,228.83,72201.53
23654,259.51,140169.06
23670,227.91,40022.57
23671,378.85,596427.24
23678,212.64,32995.16
23692,241.66,64539.69
23704,256.09,165983.04
23709,290.58,194452.89
23712,388.05,978200.51
23713,652.4,301883.56
23722,342.21,80801.45
23724,1866.57,1263841.58
23732,276.93,64762.31
23754,252.26,139651.76
23756,249.88,55130.96
23786,355.54,366389.26
23788,284.26,49136.03
23790,2427.86,884365.04
23795,285.92,372683.47
23811,699.79,407723.04
23815,186.42,39762.92
23817,228.05,65381.13
23831,190.15,60838.4
23846,196.14,38491.44
23850,513.1,244665.22
23851,252.17,76746.76
23853,578.15,1132292.11
23892,297.73,218649.15
23894,732.46,447351.41
23916,155.64,4632.43
23957,280.43,290846.21
23965,252.35,47396.89
23972,187.29,11734.37
23976,401.51,802766.49
23983,534.67,1444921.82
23997,466.2,335775.59
24023,247.09,157500.46
24033,257.46,135089.32
24042,832.65,2397726.91
24045,178.11,20269.13
24054,228.72,33066.5
24059,897.25,217062.36
24069,180.64,29290.46
24076,882.34,3708560.14
24079,158.8,11266.86
24092,278.15,240261.12
24114,479.99,446588.69
24117,237.52,73084.3
24118,368.9,275544.15
24137,657.35,229725.89
24152,280.78,95966.96
24159,261.97,118317.42
24161,155.68,6881.43
24182,248.89,75307.54
24205,230.76,43400.66
24228,168.24,18013.27
24229,321.94,458325.56
24232,267.5,126257.36
24236,301.11,62287.45
24261,323.26,349002.65
24262,914.87,419063.25
24275,251.94,166209.28
24276,153.96,9559.62
24284,444.93,366219.11
24291,323.69,54658.04
24292,431.08,340562.54
24303,297.0,216831.8
24322,265.16,226805.97
24338,229.27,82589.21
24340,447.45,502639.32
24356,239.85,106719.47
24358,283.31,170753.23
24359,264.82,124739.44
24374,202.44,27558.34
24375,302.78,132501.8
24385,577.02,152457.42
24389,208.92,42232.86
24397,396.22,293449.43
24410,211.71,36247.32
24411,252.78,112910.22
24412,351.87,248834.05
24433,712.48,4917514.32
24439,307.48,353776.35
24453,362.85,774732.03
24459,230.38,135908.43
24482,311.55,156917.68
24493,241.54,46325.68
24499,283.58,59509.9
24519,289.72,50594.17
24538,434.65,184646.36
24542,268.79,86027.89
24544,245.98,80449.62
24546,343.29,249464.07
24552,647.1,2777655.04
24556,344.33,126488.95
24557,542.46,234244.04
24561,340.56,98163.61
24574,304.51,18905.36
24581,176.36,13545.12
24599,233.4,71483.37
24637,364.35,354096.68
24641,345.99,165945.72
24642,313.03,247908.28
24687,347.14,481542.45
24691,273.38,162166.58
24712,219.08,22868.79
24718,438.17,411144.65
24732,244.62,104221.81
24735,290.75,51848.68
24740,234.77,35841.42
24763,397.0,172998.74
24766,305.47,83719.66
24781,364.62,873417.87
24819,213.63,8745.41
24826,542.87,112179.24
24828,475.39,2092252.45
24842,341.31,346428.49
24849,265.66,161127.56
24859,558.97,251340.76
24885,552.17,119662.47
24902,505.07,373507.33
24926,1338.82,3198478.0
24927,207.66,17024.39
24933,416.52,247392.0
24935,361.8,351575.73
24937,491.15,1672187.32
24940,745.78,616119.43
24941,371.03,523360.87
24951,185.11,26322.36
24953,1990.4,2615581.08
24954,179.62,18323.28
24956,259.49,66678.47
24960,411.65,861702.19
24962,280.66,218435.66
24964,271.71,73787.37
24982,565.33,551414.97
25001,398.3,89324.91
25008,310.12,48906.09
25009,525.81,153067.44
25015,473.67,309594.99
25019,330.24,303526.52
25022,386.14,349634.39
25024,241.04,71418.53
25026,222.56,64557.76
25028,188.01,28244.28
25033,337.99,21779.31
25036,405.67,861323.29
25051,277.59,208960.51
25052,386.76,390689.78
25055,456.99,172939.62
25056,276.54,341114.68
25060,264.76,183638.41
25087,324.73,94181.27
25090,400.99,61294.55
25092,367.57,61264.05
25095,192.52,14353.46
25103,211.68,58691.34
25113,515.56,1092389.96
25118,1004.14,1680815.53
25122,815.6,267663.0
25124,260.26,111962.35
25148,370.65,638096.03
25149,262.31,45364.02
25150,176.5,10044.67
25180,192.52,14353.46
25184,253.69,122549.32
25187,1846.55,553603.38
25189,386.76,390689.78
25193,326.05,545419.52
25195,491.69,165024.8
25208,300.17,28455.64
25219,525.34,243497.87
25220,554.16,283519.27
25227,397.32,506322.78
25231,252.31,82207.56
25241,213.48,50056.21
25242,413.34,133940.07
25257,211.75,41028.5
25265,234.51,91992.93
25266,244.19,27226.24
25268,458.88,943075.22
25280,200.9,53176.74
25282,1973.96,1514573.33
25286,318.53,169871.11
25299,236.48,38945.88
25308,463.11,274127.47
25309,200.19,17326.19
25310,203.4,49891.72
25325,182.89,32659.75
25339,1362.47,1169082.41
25355,220.88,37544.92
25370,433.33,179673.97
25377,292.42,33268.31
25384,236.63,211518.57
25393,252.35,100833.79
25411,1750.92,920674.14
25416,213.15,36505.12
25423,324.34,187606.59
25440,230.44,53494.86
25442,230.18,39393.89
25460,431.19,371017.26
25466,272.36,69994.66
25468,870.19,2860634.78
25475,199.4,33842.05
25476,403.11,134352.59
25477,315.18,201190.68
25495,345.03,153782.83
25498,558.43,164086.25
25510,187.2,18098.1
25521,350.8,365688.79
25546,301.1,226223.01
25549,484.46,1219659.47
25552,589.85,35207.18
25561,495.02,165863.32
25565,453.75,781606.39
25567,457.4,299707.7
25575,229.02,33172.18
25591,272.22,95506.58
25615,158.18,13032.65
25632,233.77,43027.96
25656,407.74,63540.54
25665,170.78,24524.16
25668,203.82,52736.92
25671,278.25,25189.73
25672,590.2,213580.66
25673,416.31,206387.64
25675,280.21,127746.85
25676,442.15,679440.57
25708,221.97,23233.69
25716,366.13,171609.03
25718,220.38,46948.56
25742,451.42,622821.34
25743,756.74,206061.09
25745,231.88,101227.08
25749,227.0,89919.76
25795,270.9,97974.17
25798,463.9,250412.01
25818,688.11,599785.78
25819,264.69,75206.56
25832,285.24,214299.12
25836,237.82,93257.84
25858,504.08,228525.58
25877,231.84,106189.61
25879,270.81,167017.18
25880,194.73,27046.69
25881,285.87,230838.52
25882,398.14,69760.61
25893,516.09,2570820.21
25900,346.18,103661.96
25903,245.1,64509.57
25910,940.48,1661023.05
25924,309.68,200928.06
25926,174.53,21182.58
25930,195.73,35297.71
25948,307.83,416652.52
25951,257.63,52085.93
25977,257.87,209860.68
25980,901.54,1490915.39
25981,166.4,13361.92
25987,256.92,125799.65
25992,536.17,232238.94
26011,279.39,80576.3
26014,304.43,27307.46
26018,309.23,225267.47
26023,190.4,23914.6
26030,418.82,226809.35
26038,233.81,137903.82
26039,377.05,530286.38
26047,219.3,19463.19
26066,165.09,13402.62
26067,345.05,132909.42
26079,297.95,115313.88
26084,465.38,61835.99
26093,342.4,175701.18
26097,188.87,20420.18
26098,198.68,23842.6
26104,703.45,923002.82
26105,509.93,814609.19
26106,311.87,519708.44
26135,294.75,270853.23
26139,223.8,31384.86
26145,243.42,58843.22
26152,279.22,90100.06
26165,237.4,163692.63
26172,183.45,14458.3
26188,2562.07,911405.45
26191,164.18,10238.37
26205,248.99,87160.0
26210,300.39,1232543.86
26224,206.54,34289.32
26233,293.53,93054.51
26235,220.71,41478.29
26245,297.06,87655.22
26248,265.29,59211.48
26269,242.78,34136.8
26279,364.42,374795.05
26317,161.5,17563.29
26329,260.34,112377.04
26343,504.89,204211.12
26355,299.72,184170.48
26356,306.03,105908.15
26359,286.39,107015.14
26370,279.27,64334.63
26375,241.98,120518.28
26382,326.72,216951.75
26383,324.95,110262.49
26384,314.61,318743.02
26394,202.94,25407.1
26404,206.64,64256.8
26415,222.67,59525.31
26456,206.52,35668.3
26462,258.22,332268.65
26465,921.95,302825.25
26468,237.27,29398.16
26480,237.55,80854.74
26490,293.33,46035.73
26493,300.56,93065.02
26506,161.26,15971.28
26512,301.18,42161.49
26522,1339.31,876104.86
26528,268.22,63349.42
26543,287.57,79485.09
26566,241.21,42993.65
26573,510.79,70363.96
26583,182.93,21330.9
26586,524.3,151719.85
26598,220.7,57211.85
26600,227.43,64354.52
26621,278.37,103081.28
26637,191.49,12486.72
26654,189.38,6427.49
26671,328.06,267547.1
26685,519.88,476207.14
26686,215.8,30866.15
26688,247.94,50892.26
26691,233.08,85960.08
26693,234.62,107143.98
26694,423.24,536266.48
26695,192.18,14347.25
26697,398.49,172819.88
26703,869.56,50788.15
26728,479.22,1562352.26
26754,289.69,47522.79
26756,496.69,2355768.01
26760,231.41,34493.87
26765,273.36,72971.96
26781,220.69,94255.26
26787,464.03,735697.27
26799,416.76,252035.65
26807,411.72,144189.67
26808,257.09,72047.74
26840,245.16,146602.46
26845,161.99,11437.55
26864,194.56,40550.93
26887,203.47,35183.12
26891,212.14,49518.32
26898,325.55,194321.04
26899,228.72,51882.77
26911,323.95,30366.39
26923,1711.2,490616.99
26927,361.83,69166.98
26936,604.69,1908801.54
26938,177.76,24985.04
26940,474.61,125094.59
26943,224.66,21463.02
26957,307.91,162297.21
26960,400.13,1147387.5
26969,340.69,221536.98
26975,185.79,16411.98
26980,237.85,32976.17
26989,219.92,38231.15
27005,181.22,32979.47
27027,199.1,37673.28
27031,570.38,311517.68
27032,597.78,668973.8
27041,203.05,18017.87
27058,181.1,39998.75
27059,182.17,12170.49
27066,306.1,423501.47
27067,335.9,124430.79
27083,394.25,447086.31
27090,350.11,124632.43
27091,430.38,438708.93
27095,185.57,14130.54
27122,357.22,194723.65
27133,266.44,23232.69
27143,196.71,40244.28
27156,183.0,21578.04
27168,372.4,832016.53
27175,196.21,31523.14
27176,164.28,12253.92
27177,372.73,171597.85
27179,253.29,81070.03
27187,248.76,121551.51
27256,192.02,35739.32
27272,307.62,484943.75
27291,242.01,58027.0
27293,406.35,400350.26
27319,265.39,337309.76
27328,259.01,39428.12
27337,303.35,297407.48
27347,244.3,164983.9
27354,345.96,191147.88
27355,354.63,66440.62
27372,220.6,40004.97
27393,857.02,1351409.97
27395,304.77,102039.31
27399,308.19,174373.5
27400,217.13,43574.57
27419,287.51,144359.01
27431,237.74,52161.85
27433,329.64,105788.7
27445,428.35,186690.97
27447,229.19,61535.63
27467,205.37,67880.93
27472,448.54,190778.2
27485,257.26,38647.22
27489,306.03,52515.45
27494,399.92,176829.09
27508,210.67,14653.05
27515,219.95,57662.35
27516,862.17,856247.83
27519,295.15,30054.87
27524,265.13,67245.34
27525,278.09,45357.02
27533,478.19,253916.1
27534,829.46,380281.87
27541,223.77,53984.44
27542,558.64,476742.36
27549,240.5,34936.58
27564,198.59,25269.57
27566,218.95,53244.8
27567,10991.4,2561234.77
27570,469.64,194062.81
27594,330.22,352920.24
27615,478.76,97240.01
27616,229.04,47714.14
27623,217.15,43625.57
27647,213.16,24429.79
27649,2321.4,1817188.51
27650,217.25,50225.49
27663,282.26,104249.99
27676,190.95,17248.89
27686,919.88,87870.61
27689,218.93,38904.06
27696,279.81,127520.06
27718,243.34,49636.6
27719,283.69,190497.51
27720,298.13,257727.02
27723,479.95,1232380.84
27732,300.3,106221.59
27734,648.26,1275760.55
27735,268.84,135685.88
27743,229.76,35680.21
27763,195.08,19684.64
27768,267.93,195638.03
27770,339.44,157009.73
27772,188.74,14296.38
27781,192.76,26732.2
27785,440.38,186403.41
27790,246.46,194958.95
27804,608.15,882654.22
27812,322.36,71396.42
27813,224.82,43701.46
27817,236.66,68730.62
27825,191.89,34454.59
27848,443.82,337271.26
27865,250.13,82009.11
27867,201.24,57116.23
27883,237.09,144993.73
27892,378.93,39999.54
27906,207.9,23508.31
27912,275.98,104393.48
27934,176.66,17719.45
27939,202.26,35105.86
27943,199.28,15611.55
27948,246.26,78058.89
27963,227.37,36917.86
27969,486.63,305962.42
27977,264.04,147686.77
27995,564.59,620038.33
28011,417.44,181459.69
28014,257.78,116217.32
28032,339.56,518964.42
28061,480.27,47832.07
28074,683.27,1018910.29
28077,381.14,155536.06
28109,211.27,63916.65
28111,277.57,140614.36
28122,257.14,38602.97
28127,416.54,241046.3
28130,205.69,35807.72
28145,501.48,395476.83
28148,197.94,24525.97
28151,551.24,124827.1
28156,1302.51,189595.28
28158,205.27,28485.04
28181,367.95,324351.55
28223,530.85,365447.96
28251,417.24,446052.78
28252,268.09,95409.69
28257,195.92,11797.03
28262,434.1,947186.4
28277,465.57,96252.01
28279,267.88,68425.25
28283,273.41,129739.57
28286,572.96,2964731.61
28291,178.11,27456.75
28297,329.28,140336.34
28299,203.27,45309.55
28300,232.26,45125.38
28304,257.29,67178.26
28328,537.14,1512105.04
28332,456.3,219908.69
28333,323.69,222041.58
28340,174.67,15202.04
28341,536.88,437826.01
28368,273.45,88937.89
28374,2174.99,1800042.19
28395,199.81,38904.59
28405,461.63,477377.3
28418,682.62,1183740.93
28419,694.94,355024.95
28424,193.04,20996.98
28426,400.34,94860.02
28434,472.58,2018875.82
28443,504.85,42622.81
28476,214.86,41096.22
28482,324.06,141249.76
28484,163.59,11390.54
28486,261.77,87122.67
28487,302.25,59231.08
28492,171.69,21068.65
28504,205.62,23340.37
28526,643.87,270687.8
28535,256.87,91992.4
28538,214.08,36334.04
28541,875.11,1962500.76
28542,206.66,56614.27
28544,197.76,60742.58
28550,527.96,99886.29
28557,242.41,62859.62
28560,242.93,150172.22
28563,226.28,58916.64
28566,284.3,95963.04
28569,156.22,14661.85
28575,225.82,102885.59
28593,310.8,325070.68
28594,297.19,280222.92
28602,276.14,124124.65
28611,249.24,65568.57
28612,271.4,98660.82
28632,312.14,21573.59
28639,546.1,953792.53
28655,264.62,55963.82
28661,421.76,228989.82
28666,567.34,343750.38
28668,1428.07,197724.82
28670,418.06,113940.39
28672,276.19,110163.71
28674,546.54,84433.11
28676,210.36,42726.33
28683,339.07,177704.97
28685,619.76,60256.62
28686,229.94,103874.96
28688,379.0,95323.09
28707,293.19,82684.23
28710,697.8,693315.84
28716,207.26,21003.62
28728,287.02,56024.43
28733,203.82,27808.46
28742,162.74,13195.47
28743,234.44,38672.12
28806,465.94,618047.21
28825,547.22,2355264.58
28834,226.41,117383.42
28836,282.42,46925.84
28842,1756.93,1501106.54
28858,216.04,27994.89
28861,260.45,21390.53
28869,328.26,339118.55
28877,272.63,247733.2
28886,313.35,52203.34
28909,272.22,82200.35
28911,247.45,16465.53
28924,285.67,277340.16
28927,468.34,443814.25
28939,178.67,20158.62
28940,294.04,138608.85
28948,207.09,61561.24
28949,413.38,1858789.05
28960,330.59,345055.35
28970,301.01,213350.18
28976,218.8,22253.7
28977,208.19,35688.11
28979,197.96,53555.24
28989,604.25,1324538.44
28997,429.58,60730.11
29000,232.17,12938.6
29027,543.53,123766.15
29033,216.38,33425.91
29037,169.88,20449.91
29042,262.33,124801.98
29057,261.64,102505.2
29062,525.44,81570.18
29069,647.81,1217823.16
29075,500.51,18117.32
29085,228.79,42168.34
29087,238.42,114793.67
29092,470.02,565781.3
29097,228.7,120137.56
29107,207.16,11617.3
29108,288.29,143753.24
29112,419.56,536272.21
29119,457.77,503765.99
29120,209.06,59539.02
29124,267.44,128933.21
29125,276.89,159472.07
29139,314.84,114790.54
29158,330.72,59788.84
29160,287.87,101934.41
29165,334.02,256882.75
29174,226.66,27461.12
29177,304.19,31379.97
29181,254.07,103254.02
29216,259.8,68897.34
29238,440.28,338673.22
29249,223.31,23945.08
29268,217.64,62252.91
29286,286.24,242908.42
29287,288.8,118088.65
29295,202.54,73591.55
29301,203.16,45572.11
29310,363.77,325921.87
29314,291.24,80408.31
29315,250.38,191441.52
29317,354.31,102697.44
29318,180.26,7245.35
29319,548.09,22834.7
29321,309.18,350829.5
29323,316.6,88500.8
29337,291.38,111651.7
29341,266.42,258063.08
29346,368.0,896076.6
29349,242.89,219574.01
29368,207.38,46027.27
29369,266.58,109861.55
29370,249.44,72754.74
29374,451.75,291160.05
29380,258.71,100107.99
29382,427.93,182956.07
29388,464.19,1630914.0
29390,239.39,41547.65
29426,311.03,392728.85
29432,286.2,98351.36
29433,774.32,473561.96
29441,155.79,9382.41
29453,378.15,268000.25
29455,591.06,289484.09
29456,216.1,93758.04
29476,224.15,153414.3
29494,178.13,12336.6
29498,205.5,38042.39
29503,188.93,29458.07
29504,342.07,39593.69
29509,245.75,36140.11
29516,210.72,77498.2
29525,328.28,172440.36
29527,512.82,102042.73
29537,304.62,255091.99
29539,315.85,190162.58
29558,312.2,137848.41
29564,392.5,166021.16
29568,817.06,480270.33
29575,542.3,129445.94
29581,301.48,56059.07
29593,440.55,357427.6
29596,418.14,518167.56
29598,259.66,42290.62
29604,414.76,156653.07
29608,319.84,63906.61
29637,511.84,162452.06
29656,258.68,62308.06
29675,305.79,153836.17
29678,284.82,173860.17
29679,203.63,38199.44
29681,342.91,399254.52
29689,777.03,143603.12
29710,487.08,389990.1
29755,460.9,328912.78
29762,338.18,244641.88
29765,248.13,182071.82
29802,230.1,41365.92
29813,344.74,101344.76
29815,201.55,34929.3
29820,553.8,1233625.04
29847,184.88,23474.19
29858,240.01,70585.24
29873,342.68,733566.88
29900,373.9,55822.77
29901,206.08,24598.2
29909,293.95,158563.43
29920,265.85,130754.16
29922,170.6,13756.16
29931,224.81,45783.12
29943,361.79,409978.04
29951,275.87,68519.42
29987,299.28,118542.66
29988,201.67,24143.97
29990,301.01,60423.48
30009,228.41,65522.15
30020,173.69,15282.63
30026,300.6,67622.78
30032,370.62,103243.42
30033,459.82,338390.43
30062,305.13,112752.72
30066,223.6,100158.41
30085,194.93,10097.66
30141,273.79,64192.27
30148,550.24,1586044.77
30153,820.82,1061414.12
30154,582.04,126682.56
30158,600.67,1065622.92
30159,302.46,299100.64
30163,252.72,271074.94
30187,340.22,235857.1
30188,735.45,1163213.32
30193,376.44,58828.45
30196,195.79,19843.16
30209,262.56,164426.75
30216,433.59,509662.84
30219,239.17,110166.44
30220,320.52,233111.31
30230,271.17,268165.19
30236,232.93,71155.78
30249,208.9,18795.91
30253,504.71,273126.86
30254,682.95,58615.41
30259,222.37,21995.64
30261,721.2,1089959.4
30266,284.83,235457.79
30277,489.67,201620.18
30278,434.68,159580.43
30280,233.49,54699.72
30292,397.31,76875.71
30325,233.78,57556.58
30332,483.56,129407.27
30333,317.47,131510.84
30336,228.05,110718.29
30340,703.27,344662.75
30341,215.87,40748.06
30368,215.86,52466.17
30390,318.47,96761.79
30393,246.78,88607.77
30403,303.73,56417.67
30410,201.97,65695.87
30420,203.23,45889.46
30438,201.02,33353.88
30439,253.19,90999.53
30443,516.16,172517.87
30451,246.78,77796.82
30462,256.57,53134.45
30464,335.45,306263.5
30478,460.56,1326208.08
30479,258.96,110869.76
