,aRarity,mRarity
10551,188.71,105.66
10552,317.61,269.58
10557,80.41,19.9
10559,154.03,159.75
10566,106.39,21.51
10567,64.23,8.42
10568,101.6,4.68
10569,196.69,27.69
10570,68.26,9.8
10572,253.87,338.38
10573,5352.73,233.32
10574,486.14,473.03
10575,309.17,27.77
10576,146.22,112.95
10587,226.0,369.79
10588,804.3,1818.08
10592,199.24,197.59
10593,134.59,17.07
10594,115.68,91.74
10598,150.1,286.91
10599,117.13,69.13
10600,604.28,214.03
10602,174.0,869.57
10603,95.15,72.14
10604,154.67,17.34
10607,277.61,426.19
10609,202.22,492.73
10612,129.26,123.07
10614,206.92,768.98
10615,208.96,30.77
10616,239.44,2145.05
10619,147.89,124.49
10625,155.01,35.53
10628,281.02,608.82
10630,287.19,1415.48
10637,231.35,498.15
10643,551.82,422.85
10646,97.77,103.67
10653,288.03,1298.21
10662,84.44,23.48
10663,217.07,777.53
10673,261.52,106.16
10674,418.13,88.8
10685,59.37,9.44
10686,87.99,32.68
10687,79.05,10.75
10688,130.84,210.2
10689,232.5,47.84
10690,196.4,703.64
10691,203.97,223.34
10692,119.24,21.73
10694,174.22,213.09
10695,285.71,52.97
10698,78.16,14.48
10699,214.94,807.4
10701,79.06,11.34
10702,75.28,10.93
10707,125.51,241.75
10708,494.2,32.15
10710,1342.52,1408.43
10711,155.45,94.18
10712,120.97,121.87
10713,90.86,56.17
10714,123.12,77.54
10715,124.18,24.01
10717,710.46,162.09
10718,84.46,31.38
10719,149.82,68.21
10720,675.8,440.55
10725,81.91,25.6
10726,944.44,894.05
10727,143.33,160.15
10728,228.17,1143.03
10731,75.5,7.34
10733,115.58,124.91
10736,188.84,72.51
10737,111.53,90.38
10743,628.05,149.18
10747,200.02,207.62
10748,123.62,139.32
10750,77.16,21.29
10751,181.7,130.87
10752,46.16,2.35
10758,1589.81,740.37
10759,151.27,244.47
10760,172.92,201.66
10761,121.01,63.4
10762,267.42,139.07
10764,111.03,17.68
10765,173.35,53.74
10768,91.68,44.71
10769,82.66,4.68
10770,71.83,40.83
10771,69.29,7.9
10773,133.44,21.17
10774,212.36,362.96
10775,259.52,1020.74
10776,135.95,118.68
10777,120.09,41.42
10781,166.46,246.08
10782,224.02,27.1
10784,197.03,375.69
10790,91.61,53.14
10791,63.75,15.22
10792,181.13,735.08
10793,78.19,32.03
10794,169.48,286.11
10797,131.75,80.46
10799,156.92,136.94
10800,416.61,139.8
10801,287.07,24.65
10802,70.75,8.61
10803,287.27,93.39
10804,140.63,279.78
10806,265.7,254.97
10807,237.83,17.22
10808,327.29,879.98
10809,143.82,23.46
10811,275.14,5441.35
10813,1380.92,741.67
10814,231.56,126.39
10815,136.57,16.7
10817,180.65,180.09
10818,313.59,18.39
10819,114.97,17.1
10820,214.74,233.04
10821,269.89,503.19
10829,133.0,12.68
10830,133.0,72.53
10837,1156.32,255.2
10839,1170.72,239.54
10840,161.04,131.67
10842,187.76,429.6
10843,1340.33,4001.78
10845,134.03,88.09
10846,130.81,37.05
10847,355.97,7647.45
10848,597.81,19120.29
10849,181.78,31.8
10850,153.58,9.16
10851,141.29,70.44
10853,206.96,1025.28
10854,68.88,8.17
10855,158.83,66.78
10856,3580.68,165.64
10857,5332.37,86.48
10858,94.97,69.05
10860,121.67,61.78
10861,94.29,35.19
10863,265.07,156.44
10864,95.46,26.47
10865,95.24,55.15
10867,98.91,58.52
10868,75.16,17.62
10876,722.03,4778.45
10880,163.15,38.3
10886,98.82,56.06
10889,171.11,465.86
10890,223.78,135.73
10892,216.51,102.32
10894,90.6,49.86
10895,221.23,24.38
10896,63.88,9.89
10897,139.49,115.51
10900,178.76,87.97
10901,309.13,1681.85
10908,109.83,46.42
10909,68.69,20.84
10912,88.51,34.29
10913,65.69,3.6
10914,132.24,73.15
10917,143.95,49.13
10918,109.42,118.55
10920,176.15,223.24
10921,142.09,5.84
10922,117.23,61.44
10923,125.01,128.83
10924,10589.52,147.26
10925,93.05,10.41
10926,68.0,10.99
10927,114.95,25.71
10929,190.62,2097.69
10933,127.83,24.0
10934,208.22,892.7
10935,115.41,40.11
10936,120.23,50.42
10937,201.59,2169.35
10945,170.05,184.8
10946,209.24,35.81
10947,302.51,3376.6
10948,95.17,20.68
10950,1797.97,26.49
10956,146.76,44.23
10961,180.69,34.62
10962,211.12,98.25
10967,373.37,126.52
10969,169.38,570.3
10970,49.38,3.85
10973,110.07,92.69
10976,202.29,55.58
10977,81.39,11.13
10978,331.04,88.49
10980,135.23,113.34
10981,89.16,10.59
10985,128.09,58.42
10986,98.51,49.8
10987,376.62,462.84
10989,209.97,288.07
10992,156.11,439.26
10993,350.53,53.83
10995,104.27,46.94
10996,489.55,208.15
10997,304.62,184.18
10999,124.36,13.87
11000,261.55,3475.65
11001,124.61,57.58
11002,124.19,237.43
11003,140.72,123.3
11006,158.24,340.25
11007,234.04,388.22
11010,236.25,2529.85
11022,162.34,203.89
11029,321.98,342.37
11031,141.73,124.72
11039,207.53,9.9
11041,929.77,27.3
11052,911.59,430.15
11054,573.11,345.43
11056,228.49,3234.04
11057,133.01,41.09
11058,153.74,145.44
11059,644.03,112.81
11060,98.02,19.92
11061,199.94,114.17
11062,173.97,315.51
11069,130.48,106.23
11070,469.24,62.7
11071,750.49,20.95
11072,173.49,135.19
11087,183.47,322.37
11088,119.91,7.27
11092,440.28,93521.87
11094,1311.92,670.15
11095,183.06,150.78
11096,137.17,177.64
11097,301.31,141.38
11098,231.27,43.69
11099,118.62,9.0
11100,158.53,23.72
11107,239.64,234.16
11108,149.37,75.66
11109,119.07,28.67
11111,72.22,33.36
11116,431.02,697.91
11118,87.37,26.29
11123,379.97,606.97
11124,119.82,57.14
11126,121.37,42.82
11127,193.2,27.18
11129,1170.71,10499.56
11130,260.28,180.9
11131,911.22,1089.45
11132,323.47,364.12
11134,300.72,78.26
11137,136.42,97.23
11140,53.66,4.53
11141,88.89,11.04
11142,219.27,30.53
11143,129.82,51.13
11150,112.72,34.77
11151,277.82,108.99
11152,203.45,1678.93
11153,622.95,81.78
11154,69.14,9.52
11155,112.17,179.25
11156,196.65,53.9
11157,85.47,9.49
11158,140.91,56.35
11169,96.27,9.71
11170,1207.07,12.38
11174,158.96,18.78
11175,224.58,906.3
11177,164.97,78.59
11179,151.79,76.58
11190,188.76,774.4
11191,266.38,150.49
11197,105.28,18.85
11204,182.58,428.35
11205,119.12,23.73
11207,74.83,36.29
11208,231.16,571.22
11209,90.13,91.48
11210,175.53,89.93
11215,91.62,9.32
11216,41.52,2.2
11217,89.12,18.8
11219,269.87,1267.65
11220,292.05,260.72
11221,73.51,16.84
11222,761.41,117.63
11223,842.39,166.31
11234,89.55,4.65
11240,2737.55,1830.08
11241,105.85,89.22
11248,686.96,233.0
11250,248.52,12.51
11251,76.29,29.54
11252,62.94,14.13
11257,136.76,31.36
11259,93.96,27.51
11260,92.58,76.39
11261,158.7,45.61
11262,70.85,36.07
11263,66.21,8.57
11269,93.94,23.14
11270,95.64,25.65
11286,76.79,4.27
11287,346.35,3912.64
11290,255.57,165.11
11291,76.51,20.95
11294,146.36,195.76
11295,82.25,37.39
11296,267.22,437.49
11297,131.95,7.62
11299,256.89,155.01
11300,149.48,205.72
11301,206.76,435.33
11302,142.94,16.33
11303,321.92,363.05
11309,276.71,232.94
11310,222.67,235.99
11312,188.04,317.88
11313,89.55,12.78
11314,220.74,108.43
11315,86.78,35.48
11318,57.1,7.16
11319,225.52,796.91
11322,240.55,142.86
11323,363.96,196.67
11324,177.84,512.02
11326,464.56,322.02
11339,96.7,19.13
11340,100.79,33.47
11343,173.32,28.37
11344,204.85,1634.73
11346,208.25,207.21
11347,96.73,11.66
11348,1616.58,464.5
11349,86.68,14.23
11350,386.23,483.05
11356,134.02,23.75
11359,289.16,18.25
11360,134.54,24.21
11362,121.57,41.83
11364,324.95,276.98
11365,115.68,93.0
11369,227.95,215.0
11370,629.87,63.67
11376,997.99,86.92
11377,499.5,1725.55
11378,107.25,52.96
11379,305.62,469.61
11381,57.27,4.02
11382,68.33,21.28
11383,200.92,1483.11
11386,236.27,488.39
11387,199.04,411.86
11388,121.68,51.09
11390,93.16,10.0
11391,349.35,81.77
11394,79.83,17.62
11412,210.86,110.62
11414,113.36,44.63
11415,386.27,101.69
11417,136.04,51.95
11418,328.16,514.62
11419,198.15,483.76
11432,56.24,6.46
11436,143.36,179.84
11437,60.81,10.4
11438,310.16,711.79
11439,101.36,155.62
11440,94.46,55.49
11441,975.25,500.12
11443,90.13,105.61
11446,123.95,78.54
11447,65.51,4.65
11457,174.22,717.49
11458,114.55,64.67
11461,187.71,941.82
11464,160.38,76.62
11466,254.35,23.84
11467,68.88,27.77
11470,124.49,23.82
11471,264.16,566.47
11474,121.54,68.14
11475,216.63,906.17
11476,185.32,65.7
11477,110.89,4.59
11479,104.34,32.03
11485,325.79,96.05
11487,223.57,486.08
11488,159.22,39.41
11489,130.56,132.52
11490,130.85,35.58
11491,146.52,372.5
11492,118.46,30.7
11494,816.56,30.21
11495,103.0,21.03
11496,192.74,701.77
11497,125.13,66.01
11498,75.91,30.79
11499,53.34,7.34
11500,91.71,47.81
11501,219.97,1543.94
11502,74.0,14.17
11510,148.24,52.22
11511,161.43,455.2
11514,625.41,16684.24
11515,659.85,152.87
11517,123.33,78.32
11518,150.58,1001.7
11519,629.95,828.82
11521,98.13,18.55
11522,184.7,110.29
11523,74.98,18.89
11527,66.99,19.46
11528,316.01,348.47
11529,113.54,22.92
11531,338.13,37.27
11532,74.61,13.03
11536,85.09,25.74
11537,51.71,5.13
11539,273.89,159.63
11543,1083.48,7.98
11544,349.55,526.47
11550,108.03,54.68
11551,208.18,708.86
11552,299.94,209.91
11554,106.68,22.0
11561,142.66,99.97
11564,219.39,230.58
11565,65.83,23.19
11566,81.05,17.83
11568,101.08,2.84
11569,33.7,0.97
11570,241.08,53.44
11572,702.95,2618.01
11573,104.62,11.19
11574,366.8,698.96
11575,112.85,102.75
11576,1313.02,3110.82
11577,112.42,53.92
11578,136.02,162.17
11579,208.77,607.01
11582,82.28,22.35
11583,75.88,22.86
11585,297.54,1054.46
11586,1257.84,160.43
11589,97.42,7.04
11591,99.8,40.31
11592,184.89,42.63
11594,63.63,8.93
11595,285.01,4688.36
11596,66.12,16.77
11598,581.45,112.08
11613,107.46,64.24
11614,151.71,80.16
11615,73.5,20.1
11616,68.3,16.06
11617,269.06,102.1
11620,79.15,8.56
11622,117.35,120.95
11623,77.01,64.54
11624,218.21,62.16
11625,213.87,130.77
11626,168.36,45.38
11627,124.54,17.89
11629,451.99,284.04
11630,564.37,1373.63
11631,265.26,578.14
11633,123.21,15.69
11635,123.63,100.67
11636,156.35,109.5
11637,202.09,111.43
11638,369.07,5352.37
11642,141.9,91.79
11645,158.44,33.54
11647,261.71,113.8
11651,183.76,406.17
11654,228.69,290.11
11660,140.57,105.16
11666,487.49,99.85
11667,622.51,8.81
11670,105.92,43.24
11671,262.26,490.51
11674,2239.95,93.67
11675,380.15,1275.21
11676,428.19,106.18
11678,76.98,23.68
11679,70.93,4.21
11688,408.29,1245.34
11689,130.42,45.1
11691,2172.4,95.14
11692,161.34,53.29
11695,98.68,26.56
11697,204.0,155.24
11699,73.68,30.87
11700,118.17,60.97
11703,112.14,104.68
11704,159.47,237.68
11706,294.23,62.61
11725,133.8,199.24
11727,147.77,76.67
11728,318.56,346.41
11730,63.07,10.05
11731,93.63,9.06
11732,273.74,701.88
11740,114.98,26.82
11741,89.14,11.82
11743,672.75,64.94
11745,150.97,241.79
11747,97.34,9.45
11751,259.26,13.61
11752,103.74,15.39
11754,100.8,18.56
11755,210.4,501.66
11761,232.64,74.66
11762,201.71,649.58
11763,72.58,36.26
11764,110.13,126.58
11765,297.13,601.71
11776,422.69,1037.48
11777,193.13,1335.06
11780,87.91,16.28
11786,65.64,13.07
11803,147.51,243.54
11804,72.3,5.94
11806,66.13,15.91
11807,170.33,316.47
11808,168.14,335.98
11812,258.84,781.4
11813,143.14,13.16
11814,186.48,300.63
11816,193.24,132.7
11817,171.1,69.18
11819,136.65,51.98
11821,115.38,17.65
11829,114.14,237.36
11830,615.66,57.71
11832,108.28,44.63
11834,186.24,311.0
11838,65.87,14.4
11840,198.26,670.79
11843,217.94,76.19
11849,287.67,12.26
11851,132.41,127.16
11852,163.92,150.94
11859,879.54,44.48
11860,152.83,257.76
11861,117.97,24.97
11863,137.91,38.56
11866,5332.2,371.91
11867,372.41,61.73
11872,152.08,36.63
11873,133.6,126.34
11877,161.0,595.58
11878,72.74,16.39
11879,272.46,10.22
11881,86.77,31.51
11882,114.75,353.32
11883,88.89,35.44
11886,140.82,37.82
11888,198.02,254.11
11899,92.53,15.23
11900,402.56,43.22
11901,65.66,5.25
11902,192.76,32.05
11903,211.5,124.04
11904,149.02,19.72
11906,144.98,115.24
11909,41.4,1.74
11910,153.19,58.61
11911,262.73,320.41
11915,90.83,34.62
11916,107.73,65.08
11917,136.58,50.65
11918,91.94,12.58
11920,130.09,173.69
11923,114.95,22.32
11924,118.67,35.95
11925,65.56,6.71
11926,96.33,71.58
11927,121.81,164.0
11929,425.6,307.16
11930,238.68,7991.36
11932,80.24,24.79
11933,69.19,13.35
11939,69.46,10.1
11942,844.99,383.12
11943,154.04,121.52
11949,71.41,11.23
11951,457.24,3376.74
11952,288.69,112.34
11958,228.92,150.54
11959,83.49,60.59
11964,139.56,58.54
11967,433.73,77.17
11968,133.99,215.57
11969,136.91,158.12
11971,230.74,138.37
11972,126.23,73.68
11975,88.95,9.29
11977,86.71,11.24
11978,433.6,470.06
11984,221.74,154.67
11985,160.12,247.21
11986,117.56,22.72
11987,137.71,9.27
11988,93.64,8.86
11989,240.8,230.99
11990,559.57,185.2
11991,3666.88,1998.81
12000,649.9,84.78
12003,182.62,271.67
12006,70.28,17.86
12007,123.57,30.28
12011,200.6,250.0
12012,3033.31,145673.71
12013,190.58,402.18
12015,206.18,77.59
12017,208.54,614.61
12021,133.82,274.22
12022,217.27,1227.9
12023,89.35,36.94
12028,70.83,16.81
12029,162.16,338.77
12030,181.52,260.89
12031,228.69,32.53
12032,112.85,73.54
12034,694.33,2227.62
12043,153.37,69.96
12046,174.51,663.42
12050,123.95,17.01
12053,122.67,80.84
12055,112.67,135.5
12057,138.03,117.88
12064,566.5,478.2
12065,104.69,14.83
12066,80.42,17.58
12077,172.96,108.71
12078,78.88,17.81
12081,82.57,7.19
12088,134.74,160.3
12089,139.61,284.31
12090,74.76,13.52
12091,94.55,38.06
12092,130.16,28.05
12094,96.97,45.04
12095,174.23,439.81
12096,205.07,55.04
12098,70.8,10.4
12099,118.38,103.18
12104,223.84,284.12
12105,130.56,72.04
12106,290.1,3060.23
12109,88.13,15.79
12110,291.71,905.28
12111,122.71,33.22
12112,66.24,19.54
12113,574.97,8198.29
12114,58.66,4.4
12116,193.2,147.27
12118,140.51,36.26
12120,271.76,75.88
12122,303.74,2207.58
12128,171.08,153.63
12129,265.16,13.12
12130,170.66,104.55
12131,182.25,1249.21
12136,105.34,9.69
12137,128.66,107.61
12138,172.11,52.04
12139,341.32,63.3
12141,126.41,52.95
12142,82.01,23.2
12144,125.72,69.02
12145,886.63,151.24
12147,107.99,35.73
12148,108.25,94.65
12149,146.16,475.99
12150,225.08,158.45
12151,197.39,1060.84
12152,254.08,53.29
12155,420.49,169.4
12156,120.87,62.13
12157,267.46,96.03
12159,234.96,511.33
12160,137.03,87.03
12161,94.85,39.08
12165,77.08,27.13
12166,192.28,1530.8
12167,110.31,66.72
12169,629.56,164.77
12170,123.67,147.46
12171,147.98,146.73
12172,2751.38,596.76
12181,153.56,17.01
12192,66.61,4.75
12193,129.2,41.05
12194,102.79,11.1
12195,99.98,143.9
12196,99.63,36.9
12199,271.73,37.36
12201,147.94,73.74
12203,2157.44,41.23
12204,132.22,31.15
12205,58.02,8.83
12210,96.11,44.71
12213,90.82,16.25
12214,161.49,629.66
12215,144.49,27.23
12218,101.38,63.33
12221,174.92,70.12
12222,60.94,8.0
12225,374.25,508.19
12226,64.76,8.6
12227,520.2,7030.48
12228,89.11,101.76
12229,268.97,207.34
12230,85.54,26.79
12231,524.0,734.55
12238,131.52,56.3
12239,230.06,194.8
12246,71.54,12.48
12247,330.54,23.07
12248,657.21,949.17
12249,138.62,161.67
12255,402.69,334.47
12256,162.8,179.75
12257,65.94,7.46
12258,77.75,9.22
12260,124.72,156.75
12266,129.63,26.43
12267,109.82,34.92
12268,260.48,622.18
12269,253.01,999.06
12270,349.91,37.19
12271,129.03,19.86
12272,146.51,32.77
12275,144.73,47.68
12277,77.69,8.7
12278,510.86,258.86
12279,171.11,222.96
12280,732.86,7.01
12281,238.27,168.53
12285,690.96,124.01
12286,190.37,43.19
12289,3617.61,584.95
12290,382.27,115.58
12291,73.33,15.38
12292,127.37,61.51
12297,151.85,152.15
12298,697.76,163.31
12300,1217.69,418.71
12301,347.28,205.88
12302,97.74,25.19
12303,77.82,35.38
12304,121.36,22.53
12306,114.78,26.83
12307,143.0,27.09
12308,113.83,12.64
12309,142.66,25.02
12310,108.2,60.31
12311,180.54,127.95
12316,76.52,8.0
12323,682.81,40.9
12326,377.84,1257.42
12327,114.62,55.63
12328,2284.17,475.17
12330,106.22,296.38
12331,152.47,121.99
12332,790.55,175.67
12333,294.67,744.12
12334,214.92,727.1
12342,650.88,115.8
12343,177.93,138.5
12344,99.24,20.05
12346,124.57,62.81
12349,103.69,39.52
12350,83.14,15.66
12351,143.09,4.75
12353,115.43,104.07
12355,93.52,11.29
12364,166.35,126.79
12365,469.7,1103.64
12366,1546.92,4921.24
12367,84.1,33.18
12368,88.32,39.32
12369,120.71,32.81
12371,241.23,58.21
12372,455.33,36.31
12375,106.05,56.49
12379,336.86,390.29
12381,77.66,19.0
12382,63.23,5.59
12383,113.5,40.53
12386,209.05,418.53
12394,95.36,47.09
12397,98.89,11.37
12398,139.98,54.97
12401,151.93,184.84
12403,106.45,92.15
12406,100.28,214.43
12416,76.83,18.87
12419,164.01,40.18
12420,68.54,12.56
12422,241.53,15.51
12424,399.73,1329.21
12425,163.47,92.67
12428,110.48,26.61
12431,202.0,114.07
12432,165.31,148.5
12434,70.57,10.91
12435,68.27,16.71
12436,3549.39,31.21
12437,99.2,9.71
12438,87.87,9.45
12439,99.2,38.88
12440,331.22,162.19
12447,767.86,1063.33
12450,135.19,255.1
12451,110.43,37.01
12461,117.55,16.1
12462,228.26,1873.99
12463,77.58,24.96
12465,137.85,161.75
12467,116.7,124.9
12468,217.05,549.84
12470,122.29,26.53
12472,170.64,75.38
12473,87.25,16.63
12480,339.31,447.17
12482,74.33,9.42
12486,111.42,167.77
12487,76.14,6.36
12488,356.43,134.62
12489,71.83,35.58
12500,73.94,23.8
12507,106.93,10.79
12512,166.94,197.08
12513,233.34,185.38
12514,351.11,3080.73
12515,225.91,1416.87
12516,589.81,23.82
12522,121.61,45.88
12524,372.8,1483.5
12525,186.29,27.57
12526,111.05,125.98
12527,73.12,12.35
12529,223.77,102.15
12530,10639.77,435.16
12531,176.27,238.41
12532,165.06,642.51
12545,78.11,34.73
12546,294.29,5196.09
12547,226.03,302.71
12548,78.57,6.18
12551,64.08,9.41
12552,90.26,83.41
12553,187.29,36.04
12555,47.73,3.49
12558,55.11,15.82
12559,1806.86,13.44
12560,146.91,83.06
12561,93.89,86.72
12563,178.48,57.93
12564,94.3,24.29
12566,236.92,157.89
12567,79.64,5.86
12571,110.51,107.81
12578,136.35,42.03
12579,1617.02,963.52
12580,211.96,545.34
12581,180.78,10.6
12582,88.53,23.62
12583,139.94,84.61
12589,318.96,1968.19
12590,261.78,374.35
12591,391.74,123.55
12592,272.06,72.1
12593,91.88,6.55
12595,761.77,35.52
12598,102.28,7.28
12599,5532.46,26585.81
12603,274.39,82.5
12604,144.92,34.2
12605,289.89,6171.24
12607,206.05,358.55
12608,2732.49,51.46
12609,115.6,11.39
12611,535.5,40.05
12612,111.81,36.1
12614,164.45,16.92
12619,135.58,117.06
12622,140.94,158.26
12625,213.81,158.23
12627,88.99,9.37
12628,305.01,136.39
12639,93.26,28.98
12641,66.45,13.28
12642,163.66,254.26
12643,272.24,48.51
12645,260.31,92.72
12647,122.89,68.37
12651,237.56,693.07
12662,182.78,75.76
12666,149.46,128.93
12667,143.61,260.96
12669,170.54,240.83
12670,164.23,915.59
12677,196.97,60.56
12679,150.93,321.24
12680,181.93,523.44
12681,123.8,26.9
12682,453.56,132229.64
12683,99.0,140.72
12684,86.73,10.23
12686,414.18,296.82
12687,151.97,827.07
12688,133.33,63.89
12689,289.17,1865.22
12691,154.71,58.27
12697,144.3,92.53
12698,602.18,1630.12
12699,70.13,23.16
12700,107.96,10.6
12703,103.22,7.03
12711,3552.72,26.75
12715,101.84,7.29
12718,676.02,618.69
12722,114.87,70.45
12726,124.92,37.8
12737,196.92,252.02
12739,172.37,901.64
12740,130.48,28.46
12741,286.11,110.72
12742,68.73,15.34
12747,420.58,17.68
12754,439.79,65.17
12756,129.45,41.63
12757,306.66,5.83
12759,123.36,200.86
12760,221.8,46.86
12762,79.84,18.6
12763,108.09,35.11
12764,160.05,550.66
12775,149.16,202.37
12776,120.39,12.93
12778,66.98,16.67
12783,151.12,33.1
12788,87.37,12.31
12789,77.1,5.3
12790,138.47,51.98
12791,78.24,12.86
12792,1148.37,70.17
12796,325.3,4363.25
12797,303.4,53.07
12798,132.21,229.98
12799,106.16,39.11
12800,174.5,28.63
12801,110.88,51.56
12802,172.91,8.75
12803,72.11,15.88
12809,155.09,114.8
12811,412.87,146.6
12814,134.54,51.51
12815,154.09,397.68
12816,94.95,130.67
12818,122.04,30.04
12820,100.52,10.34
12821,151.77,291.63
12822,257.67,64.08
12830,227.38,167.07
12831,107.68,48.39
12832,75.58,10.71
12833,60.14,5.14
12835,265.02,80.83
12838,470.28,161.59
12840,182.43,29.93
12845,78.08,30.85
12846,162.3,102.49
12848,186.82,319.2
12852,145.31,143.57
12853,177.1,245.92
12855,130.56,29.69
12856,160.54,389.49
12858,145.31,165.0
12861,169.4,104.47
12865,122.72,105.81
12867,152.79,277.14
12868,110.6,50.48
12869,186.76,150.75
12870,47.95,3.03
12871,83.04,25.19
12876,398.49,64.37
12878,176.57,397.68
12881,93.28,54.06
12882,165.3,183.36
12883,112.49,77.95
12884,108.86,25.19
12885,94.21,18.8
12886,120.14,17.87
12893,158.56,35.47
12894,159.36,111.16
12895,197.78,34.51
12902,157.23,231.52
12906,304.07,177.21
12908,330.76,29.19
12910,233.53,423.22
12912,92.27,22.56
12914,100.37,46.84
12916,99.91,12.82
12920,110.63,69.42
12927,720.3,284.94
12929,118.71,73.5
12930,105.62,20.94
12931,184.13,367.56
12941,815.33,768.31
12947,170.98,142.03
12948,108.97,62.16
12949,105.55,30.98
12956,257.4,3675.17
12958,85.27,41.14
12960,148.51,82.18
12963,132.8,35.56
12964,166.41,53.38
12966,196.65,70.05
12967,85.9,17.68
12979,260.36,169.22
12985,134.34,431.85
12986,138.48,776.92
12988,765.12,1580.51
12990,607.45,33.85
12991,111.54,78.84
12992,67.45,22.28
12993,112.4,31.86
12995,172.75,63.78
13002,416.13,126.51
13003,126.77,91.2
13004,119.2,20.27
13005,134.69,175.41
13006,130.3,56.87
13007,96.08,30.48
13008,63.64,24.43
13013,277.71,514.22
13014,269.76,31.8
13018,154.05,38.79
13019,400.15,2545.78
13020,72.1,24.95
13021,608.08,470.75
13022,209.98,327.76
13023,109.68,33.9
13024,752.08,439.86
13025,91.93,7.43
13036,83.68,47.95
13038,134.1,79.92
13039,157.39,117.04
13041,68.72,31.13
13042,335.25,230.64
13043,135.25,87.45
13044,152.87,358.97
13046,162.29,135.62
13048,731.45,7258.61
13050,726.36,517.01
13052,73.03,12.58
13055,178.19,276.18
13057,170.9,451.86
13058,124.92,31.02
13059,138.11,25.26
13060,123.15,41.12
13061,143.09,74.06
13062,137.84,155.83
13063,168.4,119.53
13068,120.19,34.1
13069,162.01,8.19
13073,239.52,1348.94
13074,78.05,29.26
13075,131.42,28.62
13076,132.9,202.83
13077,49.68,2.18
13078,216.99,133.95
13079,682.8,323.91
13085,197.06,872.12
13090,138.84,131.9
13092,269.39,652.29
13093,79.2,40.48
13094,183.61,227.74
13095,93.91,26.55
13096,245.72,100.42
13099,69.78,13.64
13101,99.73,19.92
13102,163.6,42.22
13103,147.21,98.87
13104,79.93,15.74
13105,107.58,13.12
13106,249.93,16.39
13107,156.94,462.4
13108,86.17,24.52
13112,144.18,203.74
13113,1432.18,259.77
13116,119.88,79.36
13119,392.48,114.79
13120,182.48,1981.39
13122,60.06,4.2
13124,253.77,1125.91
13125,192.66,90.66
13129,115.91,15.76
13131,163.5,171.76
13132,131.42,59.7
13136,127.87,45.63
13137,198.26,308.51
13138,445.8,96.15
13139,92.91,9.38
13140,1138.3,59.93
13141,67.57,16.24
13142,182.91,200.74
13143,200.88,244.6
13144,132.92,32.03
13145,146.84,204.5
13147,129.79,48.39
13164,95.59,30.2
13166,53.32,6.26
13168,143.02,107.43
13170,105.31,8.03
13171,202.03,392.33
13178,101.82,118.62
13179,146.9,59.5
13180,245.77,130.55
13185,283.38,146.42
13186,72.03,16.18
13187,93.85,27.7
13192,194.56,47.13
13195,224.4,136.81
13196,135.08,73.68
13202,73.13,13.07
13203,99.13,63.32
13205,210.17,271.29
13206,54.46,3.98
13207,95.22,112.2
13208,160.92,127.81
13210,167.16,37.97
13211,184.67,443.24
13212,971.0,148.52
13213,1038.6,2331.77
13214,239.63,1052.11
13217,561.66,494.28
13220,416.55,214.86
13221,428.3,1763.03
13222,134.09,54.26
13224,178.34,69.9
13226,153.79,107.04
13231,109.45,11.76
13232,147.78,55.79
13233,753.96,56.63
13237,306.46,34.31
13238,141.58,61.69
13240,368.32,97.63
13241,148.7,35.61
13248,214.09,113.03
13249,125.87,70.61
13250,113.33,11.81
13251,118.22,25.86
13252,1395.11,101.58
13253,74.41,30.04
13255,122.34,153.36
13266,161.0,864.24
13267,140.1,285.49
13269,362.25,48.15
13270,125.2,20.23
13272,159.18,24.38
13274,180.8,469.6
13275,157.45,510.15
13276,171.94,50.99
13277,171.47,84.0
13278,82.49,22.58
13279,108.79,46.15
13280,77.71,4.45
13282,758.15,531.69
13283,124.91,45.0
13284,135.31,196.0
13285,72.08,13.09
13286,109.76,79.91
13287,193.2,1481.03
13289,1127.84,62.35
13290,289.76,256.88
13291,190.96,172.79
13292,245.59,1387.77
13293,113.19,53.61
13294,143.19,34.25
13295,138.03,98.41
13300,113.12,66.55
13306,215.3,791.91
13309,186.72,24.35
13312,75.15,32.81
13313,305.27,129.27
13314,253.59,134.28
13316,269.44,220.61
13317,131.29,28.75
13319,103.3,26.28
13320,1419.05,1546.19
13321,630.07,84.46
13324,140.62,139.91
13325,102.44,160.73
13326,103.21,25.98
13328,64.37,3.49
13329,128.88,7.89
13330,95.99,66.56
13331,162.72,286.95
13332,200.79,1272.57
13333,383.71,172.81
13336,1264.95,152.06
13337,96.55,9.79
13348,141.25,142.22
13349,294.72,5094.84
13350,160.25,7.97
13351,131.42,16.08
13353,332.86,95.43
13356,147.85,117.91
13357,86.13,14.69
13360,190.43,535.59
13361,101.44,17.73
13362,338.44,199.77
13372,94.78,23.76
13373,102.36,34.7
13374,370.83,112.76
13375,107.38,13.44
13376,158.4,186.12
13377,262.74,16.86
13378,126.62,79.31
13381,60.36,7.81
13383,232.91,157.79
13384,243.46,74.08
13386,183.4,278.96
13387,155.36,281.21
13395,245.23,161.08
13398,128.48,14.19
13400,358.2,501.64
13401,119.52,108.9
13402,648.54,435.52
13403,62.62,7.08
13405,115.31,70.9
13406,109.17,19.21
13407,70.49,9.99
13408,730.34,92.48
13410,288.04,6794.73
13411,154.07,138.73
13412,1693.48,343.43
13413,68.13,21.06
