,rarity
78734,116.896
78735,414.951
78736,124.368
78737,399.704
78738,223.154
78739,82.92
78740,1394.315
78741,72.013
78742,87.165
78743,62.392
78744,105.644
78745,83.783
78746,131.018
78747,67.456
78748,102.909
78749,127.271
78750,67.125
78751,109.978
78752,79.594
78753,135.547
78754,74.895
78755,56.308
78756,108.635
78757,59.949
78758,121.868
78759,225.493
78760,83.221
78761,90.245
78762,64.925
78763,613.047
78764,76.864
78765,117.973
78766,100.774
78767,155.001
78768,176.7
78769,94.149
78770,239.329
78771,130.116
78772,77.962
78773,103.911
78774,161.345
78775,86.544
78776,68.831
78777,173.402
78778,212.672
78779,78.732
78780,515.4
78781,283.796
78782,109.794
78783,104.546
78784,93.641
78785,251.928
78786,81.355
78787,114.002
78788,78.176
78789,116.755
78790,59.545
78791,69.295
78792,63.277
78793,113.18
78794,84.333
78795,100.739
78796,491.119
78797,210.554
78798,127.39
78799,155.057
78800,89.032
78801,82.277
78802,95.33
78803,50.568
78804,97.534
78805,92.351
78806,83.56
78807,134.251
78808,106.631
78809,70.663
78810,91.088
78811,115.656
78812,159.826
78813,95.082
78814,100.13
78815,65.686
78816,93.929
78817,139.063
78818,76.171
78819,1148.395
78820,95.635
78821,59.44
78822,71.349
78823,180.74
78824,140.22
78825,83.183
78826,144.162
78827,101.657
78828,101.969
78829,97.507
78830,67.955
78831,91.091
78832,79.284
78833,215.659
78834,60.845
78835,118.198
78836,66.248
78837,115.002
78838,64.196
78839,72.382
78840,97.371
78841,76.817
78842,84.547
78843,106.308
78844,71.075
78845,135.564
78846,69.619
78847,137.56
78848,70.327
78849,87.999
78850,174.403
78851,124.653
78852,79.962
78853,139.003
78854,113.304
78855,70.994
78856,152.694
78857,81.271
78858,78.672
78859,565.556
78860,59.802
78861,111.462
78862,419.078
78863,82.675
78864,95.784
78865,89.182
78866,147.805
78867,127.703
78868,83.16
78869,73.268
78870,80.09
78871,70.221
78872,72.238
78873,104.612
78874,94.363
78875,416.539
78876,96.794
78877,85.8
78878,100.208
78879,130.53
78880,154.443
78881,85.943
78882,245.03
78883,209.262
78884,82.794
78885,86.828
78886,70.274
78887,66.6
78888,110.656
78889,126.195
78890,95.198
78891,59.497
78892,601.451
78893,137.759
78894,68.268
78895,67.133
78896,76.642
78897,66.062
78898,56.001
78899,100.658
78900,131.18
78901,89.877
78902,77.858
78903,60.724
78904,94.958
78905,67.75
78906,79.318
78907,108.94
78908,139.986
78909,99.378
78910,306.132
78911,172.852
78912,93.386
78913,81.451
78914,71.601
78915,136.172
78916,74.184
78917,248.285
78918,570.007
78919,71.11
78920,79.606
78921,164.964
78922,67.019
78923,79.476
78924,174.087
78925,53.45
78926,68.454
78927,107.283
78928,85.987
78929,75.227
78930,161.975
78931,205.767
78932,89.466
78933,76.904
78934,119.924
78935,80.251
78936,73.683
78937,71.87
78938,143.178
78939,285.102
78940,100.51
78941,169.295
78942,104.011
78943,182.661
78944,60.605
78945,118.29
78946,134.534
78947,73.706
78948,82.214
78949,103.17
78950,100.841
78951,85.448
78952,90.132
78953,106.449
78954,84.972
78955,134.418
78956,153.058
78957,82.465
78958,69.709
78959,68.323
78960,87.874
78961,77.478
78962,82.905
78963,79.554
78964,80.207
78965,88.79
78966,114.106
78967,74.087
78968,68.179
78969,94.627
78970,114.678
78971,103.231
78972,511.961
78973,72.7
78974,76.356
78975,90.698
78976,93.686
78977,65.226
78978,115.554
78979,87.27
78980,102.792
78981,75.231
78982,72.771
78983,116.662
78984,92.268
78985,74.157
78986,61.874
78987,75.094
78988,86.31
78989,183.411
78990,531.552
78991,308.963
78992,108.525
78993,85.283
78994,83.495
78995,77.165
78996,70.9
78997,87.896
78998,65.868
78999,81.59
79000,81.576
79001,78.218
79002,228.583
79003,171.892
79004,88.097
79005,106.071
79006,186.379
79007,71.442
79008,79.329
79009,94.389
79010,118.671
79011,148.258
79012,81.467
79013,87.915
79014,75.928
79015,92.612
79016,65.788
79017,65.707
79018,62.586
79019,100.839
79020,91.327
79021,100.296
79022,81.637
79023,193.281
79024,111.325
79025,109.524
79026,62.384
79027,114.862
79028,104.912
79029,93.617
79030,135.743
79031,87.112
79032,61.406
79033,109.783
79034,69.451
79035,94.108
79036,80.337
79037,92.521
79038,179.436
79039,90.972
79040,57.269
79041,118.561
79042,77.968
79043,81.381
79044,106.749
79045,130.437
79046,385.565
79047,59.719
79048,101.924
79049,65.782
79050,84.676
79051,117.007
79052,83.963
79053,65.011
79054,101.57
79055,76.078
79056,96.389
79057,95.545
79058,104.627
79059,69.761
79060,91.173
79061,61.866
79062,74.735
79063,71.415
79064,95.003
79065,276.19
79066,87.7
79067,97.706
79068,65.004
79069,76.388
79070,63.432
79071,79.145
79072,94.784
79073,163.547
79074,85.818
79075,96.232
79076,81.661
79077,102.252
79078,436.062
79079,86.325
79080,87.493
79081,117.901
79082,104.81
79083,132.416
79084,67.499
79085,266.747
79086,128.634
79087,187.329
79088,107.243
79089,82.753
79090,60.435
79091,71.302
79092,82.777
79093,205.573
79094,84.626
79095,63.72
79096,68.832
79097,76.517
79098,96.152
79099,64.376
79100,192.41
79101,99.856
79102,133.01
79103,88.197
79104,109.527
79105,121.552
79106,105.44
79107,81.605
79108,196.264
79109,117.611
79110,77.209
79111,105.568
79112,133.113
79113,74.562
79114,133.937
79115,112.9
79116,119.909
79117,289.28
79118,126.796
79119,151.963
79120,339.622
79121,77.547
79122,63.681
79123,126.069
79124,75.665
79125,106.237
79126,133.277
79127,133.309
79128,65.801
79129,111.831
79130,126.718
79131,65.788
79132,88.017
79133,604.541
79134,57.829
79135,100.909
79136,163.556
79137,68.53
79138,77.517
79139,62.352
79140,79.0
79141,73.53
79142,117.26
79143,91.06
79144,88.191
79145,70.373
79146,65.004
79147,244.027
79148,166.541
79149,155.998
79150,94.568
79151,77.449
79152,62.169
79153,139.935
79154,288.421
79155,125.502
79156,80.154
79157,95.727
79158,104.901
79159,55.114
79160,136.276
79161,96.073
79162,105.559
79163,110.262
79164,264.281
79165,54.907
79166,109.336
79167,81.013
79168,75.16
79169,236.846
79170,176.769
79171,82.104
79172,73.996
79173,91.489
79174,138.292
79175,56.054
79176,106.445
79177,89.742
79178,117.302
79179,82.417
79180,85.722
79181,87.207
79182,88.506
79183,94.193
79184,84.891
79185,83.903
79186,75.775
79187,374.844
79188,94.029
79189,146.735
79190,107.115
79191,82.882
79192,71.522
79193,73.27
79194,80.344
79195,124.277
79196,108.519
79197,280.871
79198,60.331
79199,155.004
79200,66.691
79201,83.077
79202,90.71
79203,123.485
79204,120.484
79205,71.434
79206,53.162
79207,117.35
79208,79.304
79209,83.312
79210,70.828
79211,127.274
79212,100.293
79213,222.938
79214,62.196
79215,101.968
79216,367.956
79217,71.168
79218,110.308
79219,114.82
79220,113.647
79221,63.999
79222,117.568
79223,62.777
79224,101.322
79225,123.801
79226,172.204
79227,79.173
79228,95.078
79229,108.221
79230,76.424
79231,73.355
79232,192.63
79233,84.668
79234,96.353
79235,56.473
79236,119.294
79237,200.894
79238,71.879
79239,70.253
79240,120.642
79241,154.7
79242,94.807
79243,158.813
79244,74.539
79245,62.85
79246,75.197
79247,92.746
79248,71.158
79249,63.172
79250,70.174
79251,80.381
79252,76.501
79253,79.137
79254,147.324
79255,75.437
79256,186.039
79257,221.52
79258,116.504
79259,123.403
79260,81.187
79261,91.472
79262,63.095
79263,128.935
79264,407.802
79265,428.517
79266,95.757
79267,92.044
79268,88.712
79269,69.119
79270,109.599
79271,83.1
79272,88.563
79273,95.516
79274,70.91
79275,85.417
79276,71.989
79277,73.397
79278,63.417
79279,71.313
79280,110.858
79281,96.658
79282,128.927
79283,104.379
79284,93.132
79285,77.524
79286,69.687
79287,179.003
79288,103.36
79289,90.282
79290,167.244
79291,79.776
79292,159.125
79293,72.062
79294,83.68
79295,73.252
79296,112.996
79297,103.288
79298,81.431
79299,141.563
79300,83.674
79301,389.234
79302,72.92
79303,134.285
79304,490.803
79305,62.173
79306,307.11
79307,92.908
79308,113.253
79309,71.01
79310,69.258
79311,103.545
79312,64.927
79313,130.071
79314,163.784
79315,146.503
79316,101.813
79317,74.088
79318,96.425
79319,97.215
79320,120.81
79321,92.207
79322,92.104
79323,143.039
79324,68.274
79325,68.264
79326,113.867
79327,102.184
79328,52.212
79329,171.875
79330,67.157
79331,70.281
79332,170.388
79333,89.511
79334,76.709
79335,139.698
79336,58.482
79337,94.311
79338,105.477
79339,81.684
79340,355.652
79341,63.755
79342,96.666
79343,70.155
79344,93.771
79345,260.939
79346,162.532
79347,94.875
79348,131.806
79349,139.817
79350,106.249
79351,82.118
79352,132.129
79353,102.712
79354,66.937
79355,97.109
79356,196.357
79357,62.102
79358,112.029
79359,96.574
79360,81.427
79361,96.539
79362,77.645
79363,135.639
79364,107.636
79365,94.474
79366,97.423
79367,97.087
79368,125.322
79369,89.262
79370,112.809
79371,119.43
79372,107.96
79373,81.925
79374,107.568
79375,67.905
79376,100.085
79377,82.352
79378,78.691
79379,82.284
79380,173.031
79381,111.896
79382,92.083
79383,74.58
79384,95.754
79385,104.775
79386,270.378
79387,99.3
79388,99.664
79389,128.554
79390,224.111
79391,80.312
79392,167.235
79393,78.713
79394,122.922
79395,89.199
79396,64.822
79397,59.632
79398,87.629
79399,67.458
79400,79.967
79401,71.686
79402,476.219
79403,96.548
79404,120.398
79405,78.349
79406,90.141
79407,137.488
79408,112.528
79409,71.7
79410,76.186
79411,57.055
79412,128.603
79413,106.068
79414,130.574
79415,203.802
79416,118.385
79417,103.234
79418,97.36
79419,116.115
79420,77.463
79421,77.372
79422,142.78
79423,117.153
79424,68.058
79425,71.762
79426,262.099
79427,90.252
79428,96.014
79429,221.248
79430,116.423
79431,69.301
79432,61.039
79433,75.87
79434,67.191
79435,191.188
79436,146.203
79437,66.048
79438,593.067
79439,77.397
79440,70.531
79441,74.302
79442,112.439
79443,101.544
79444,97.776
79445,68.379
79446,235.455
79447,161.289
79448,203.65
79449,154.819
79450,76.421
79451,68.092
79452,119.745
79453,81.91
79454,78.077
79455,73.958
79456,98.149
79457,192.354
79458,62.66
79459,115.6
79460,89.643
79461,74.84
79462,80.92
79463,73.451
79464,75.505
79465,66.962
79466,89.225
79467,57.362
79468,92.248
79469,272.554
79470,98.76
79471,53.956
79472,66.358
79473,241.092
79474,498.598
79475,111.179
79476,124.083
79477,87.481
79478,189.431
79479,99.219
79480,90.461
79481,133.201
79482,112.789
79483,116.351
79484,60.681
79485,88.967
79486,95.693
79487,73.477
79488,95.998
79489,193.172
79490,109.921
79491,104.919
79492,205.301
79493,140.489
79494,93.34
79495,305.36
79496,104.252
79497,100.644
79498,76.882
79499,61.613
79500,105.562
79501,138.097
79502,123.987
79503,248.409
79504,93.521
79505,117.814
79506,415.079
79507,110.664
79508,129.206
79509,136.072
79510,68.83
79511,102.995
79512,378.802
79513,97.083
79514,125.582
79515,67.58
79516,97.811
79517,78.828
79518,137.307
79519,85.071
79520,147.976
79521,116.26
79522,237.35
79523,139.927
79524,289.943
79525,129.185
79526,165.452
79527,160.45
79528,66.457
79529,144.485
79530,86.594
79531,64.372
79532,97.948
79533,96.878
79534,82.889
79535,88.915
79536,152.159
79537,74.387
79538,348.755
79539,153.841
79540,57.999
79541,81.557
79542,102.51
79543,122.486
79544,89.809
79545,94.078
79546,89.555
79547,63.077
79548,106.301
79549,96.069
79550,104.911
79551,82.564
79552,68.139
79553,100.427
79554,61.615
79555,70.547
79556,86.009
79557,117.914
79558,83.172
79559,61.748
79560,59.981
79561,244.35
79562,116.897
79563,145.232
79564,79.258
79565,117.683
79566,107.197
79567,139.03
79568,146.579
79569,86.758
79570,93.268
79571,63.218
79572,80.352
79573,105.021
79574,117.057
79575,104.87
79576,160.645
79577,176.86
79578,336.469
79579,51.961
79580,106.889
79581,72.097
79582,66.564
79583,131.393
79584,123.152
79585,102.042
79586,107.762
79587,65.44
79588,81.682
79589,117.111
79590,94.385
79591,71.787
79592,58.64
79593,91.195
79594,132.934
79595,186.701
79596,72.519
79597,80.303
79598,106.975
79599,116.521
79600,83.8
79601,114.295
79602,159.455
79603,194.798
79604,118.516
79605,75.793
79606,85.772
79607,76.039
79608,54.505
79609,99.184
79610,83.722
79611,79.467
79612,157.205
79613,470.927
79614,75.888
79615,147.922
79616,110.12
79617,121.293
79618,63.369
79619,119.115
79620,73.209
79621,480.731
79622,72.64
79623,63.13
79624,79.556
79625,108.718
79626,69.233
79627,387.653
79628,95.828
79629,77.472
79630,122.739
79631,118.553
79632,60.429
79633,113.129
79634,59.226
79635,63.649
79636,115.861
79637,90.714
79638,111.132
79639,92.734
79640,74.625
79641,167.162
79642,171.842
79643,126.251
79644,69.888
79645,212.871
79646,64.937
79647,126.91
79648,87.348
79649,109.255
79650,77.631
79651,54.515
79652,135.825
79653,882.941
79654,79.649
79655,63.678
79656,89.448
79657,74.951
79658,95.018
79659,170.838
79660,75.723
79661,86.001
79662,271.901
79663,441.962
79664,167.924
79665,85.264
79666,286.832
79667,129.416
79668,79.18
79669,72.393
79670,107.905
79671,135.651
79672,93.764
79673,118.597
79674,82.764
79675,118.349
79676,111.875
79677,111.202
79678,184.64
79679,91.902
79680,71.46
79681,201.224
79682,58.186
79683,203.936
79684,91.365
79685,68.509
79686,176.63
79687,99.833
79688,125.679
79689,76.846
79690,78.154
79691,93.195
79692,113.022
79693,147.599
79694,264.702
79695,79.576
79696,72.796
79697,101.169
79698,71.486
79699,131.769
79700,74.684
79701,81.172
79702,67.579
79703,89.373
79704,104.214
79705,74.757
79706,118.896
79707,68.449
79708,68.585
79709,514.535
79710,199.042
79711,110.182
79712,151.38
79713,83.726
79714,80.815
79715,95.169
79716,52.251
79717,91.581
79718,68.986
79719,68.923
79720,203.166
79721,88.869
79722,81.581
79723,565.565
79724,127.797
79725,57.293
79726,109.786
79727,180.115
79728,97.971
79729,101.836
79730,107.101
79731,409.659
79732,63.2
79733,518.042
79734,141.857
79735,80.675
79736,68.068
79737,91.56
79738,63.916
79739,182.196
79740,60.815
79741,59.006
79742,125.049
79743,421.751
79744,98.051
79745,94.573
79746,90.406
79747,88.72
79748,60.467
79749,70.615
79750,72.141
79751,97.526
79752,76.88
79753,90.603
79754,106.143
79755,85.48
79756,159.739
79757,63.054
79758,111.674
79759,64.09
79760,95.495
79761,69.041
79762,70.826
79763,100.223
79764,85.767
79765,56.702
79766,103.402
79767,798.376
79768,113.816
79769,169.103
79770,92.929
79771,66.769
79772,115.683
79773,128.344
79774,86.039
79775,72.914
79776,162.675
79777,82.566
79778,97.045
79779,59.67
79780,77.48
79781,319.383
79782,89.767
79783,113.411
79784,85.088
79785,74.872
79786,107.064
79787,94.569
79788,87.325
79789,81.024
79790,109.644
79791,201.192
79792,92.652
79793,114.888
79794,369.539
79795,72.522
79796,471.972
79797,107.778
79798,120.029
79799,92.149
79800,76.461
79801,73.858
79802,113.5
79803,124.67
79804,108.426
79805,96.026
79806,153.265
79807,102.128
79808,60.354
79809,80.354
79810,81.152
79811,79.011
79812,155.414
79813,81.57
79814,92.82
79815,164.595
79816,79.884
79817,73.511
79818,123.188
79819,74.758
79820,91.286
79821,92.797
79822,110.094
79823,100.836
79824,107.18
79825,577.243
79826,98.083
79827,81.145
79828,136.141
79829,132.783
79830,75.598
79831,65.192
79832,95.199
79833,95.744
79834,63.744
79835,64.476
79836,85.558
79837,92.276
79838,82.478
79839,62.178
79840,164.906
79841,299.696
79842,64.568
79843,121.838
79844,83.184
79845,158.829
79846,175.863
79847,98.474
79848,111.802
79849,67.302
79850,85.739
79851,138.148
79852,107.568
79853,67.987
79854,110.277
79855,414.689
79856,100.212
79857,78.906
79858,72.014
79859,75.132
79860,284.251
79861,71.811
79862,373.871
79863,79.63
79864,160.862
79865,84.338
79866,91.261
79867,252.746
79868,73.283
79869,77.449
79870,65.721
79871,523.199
79872,93.121
79873,124.409
79874,77.123
79875,98.356
79876,59.299
79877,131.088
79878,84.596
79879,91.183
79880,197.237
79881,83.138
79882,84.407
79883,86.726
79884,83.391
79885,386.836
79886,166.123
79887,301.721
79888,79.621
79889,106.652
79890,104.505
79891,147.554
79892,77.295
79893,107.927
79894,81.767
79895,191.373
79896,109.391
79897,302.915
79898,119.005
79899,81.259
79900,109.565
79901,214.335
79902,60.628
79903,92.787
79904,77.14
79905,122.2
79906,406.877
79907,83.416
79908,77.037
79909,414.466
79910,96.738
79911,85.133
79912,68.866
79913,123.61
79914,70.941
79915,77.888
79916,112.045
79917,110.664
79918,635.363
79919,70.712
79920,54.374
79921,71.7
79922,84.847
79923,96.424
79924,108.182
79925,86.318
79926,82.514
79927,146.992
79928,183.105
79929,76.715
79930,173.286
79931,102.772
79932,98.422
79933,195.706
79934,117.192
79935,117.368
79936,69.09
79937,136.085
79938,63.898
79939,100.477
79940,214.763
79941,116.851
79942,104.434
79943,69.969
79944,336.752
79945,87.859
79946,85.921
79947,114.598
79948,80.972
79949,90.541
79950,83.477
79951,82.117
79952,105.342
79953,47.997
79954,103.289
79955,121.787
79956,140.679
79957,114.964
79958,117.379
79959,93.742
79960,71.425
79961,178.935
79962,154.482
79963,147.655
79964,96.82
79965,235.722
79966,107.27
79967,71.202
79968,116.435
79969,196.141
79970,107.193
79971,132.328
79972,66.655
79973,90.081
79974,63.561
79975,83.889
79976,105.275
79977,57.867
79978,128.097
79979,65.55
79980,97.341
79981,111.651
79982,78.476
79983,76.153
79984,62.547
79985,420.779
79986,114.092
79987,119.558
79988,79.657
79989,61.658
79990,97.467
79991,120.396
79992,65.668
79993,71.661
79994,89.821
79995,70.751
79996,77.565
79997,84.767
79998,191.872
79999,103.892
80000,92.385
80001,89.721
80002,64.766
80003,65.003
80004,129.547
80005,97.752
80006,82.373
80007,84.624
80008,81.535
80009,87.288
80010,133.062
80011,62.924
80012,108.316
80013,108.756
80014,128.008
80015,423.705
80016,119.169
80017,97.776
80018,65.054
80019,65.852
80020,179.172
80021,71.443
80022,96.196
80023,68.04
80024,176.815
80025,85.721
80026,62.61
80027,84.795
80028,171.329
80029,120.128
80030,232.566
80031,117.285
80032,66.348
80033,111.268
80034,106.199
80035,96.077
80036,71.775
80037,93.334
80038,69.475
80039,213.559
80040,92.158
80041,91.507
80042,87.436
80043,90.808
80044,244.956
80045,78.67
80046,106.783
80047,125.458
80048,105.481
80049,113.814
80050,98.6
80051,83.906
80052,68.541
80053,69.188
80054,119.142
80055,157.277
80056,523.301
80057,88.421
80058,335.551
80059,98.658
80060,65.231
80061,132.557
80062,69.763
80063,387.61
80064,71.008
80065,128.499
80066,67.404
80067,77.864
80068,99.842
80069,88.167
80070,92.805
80071,106.803
80072,119.944
80073,98.22
80074,408.348
80075,87.217
80076,192.684
80077,132.636
80078,116.207
80079,177.806
80080,71.745
80081,103.35
80082,79.18
80083,93.168
80084,86.438
80085,126.477
80086,171.04
80087,84.228
80088,89.339
80089,68.516
80090,58.793
80091,114.604
80092,82.525
80093,110.41
80094,117.133
80095,57.093
80096,171.602
80097,161.467
80098,110.313
80099,127.144
80100,95.836
80101,69.831
80102,113.544
80103,148.947
80104,241.95
80105,55.709
80106,105.193
80107,95.65
80108,88.779
80109,101.526
80110,115.522
80111,109.97
80112,109.135
80113,106.021
80114,79.502
80115,77.328
80116,1135.859
80117,94.724
80118,76.59
80119,92.016
80120,277.534
80121,99.454
80122,74.301
80123,160.939
80124,74.679
80125,83.694
80126,70.717
80127,103.199
80128,407.129
80129,112.021
80130,345.442
80131,75.409
80132,77.702
80133,216.336
80134,88.917
80135,182.541
80136,88.511
80137,116.668
80138,89.658
80139,92.055
80140,127.207
80141,57.798
80142,90.068
80143,82.078
80144,162.86
80145,142.536
80146,64.987
80147,106.823
80148,124.05
80149,88.7
80150,83.041
80151,80.162
80152,300.456
80153,66.531
80154,95.035
80155,81.596
80156,71.997
80157,137.892
80158,85.15
80159,115.027
80160,102.902
80161,204.564
80162,116.241
80163,66.322
80164,92.038
80165,63.036
80166,65.496
80167,87.259
80168,91.658
80169,67.713
80170,60.855
80171,137.584
80172,96.606
80173,62.935
80174,284.08
80175,89.178
80176,94.322
80177,110.595
80178,59.834
80179,191.822
80180,85.687
80181,227.348
80182,98.71
80183,66.701
80184,365.117
80185,421.618
80186,59.905
80187,84.232
80188,62.178
80189,152.551
80190,67.27
80191,139.478
80192,103.189
80193,159.135
80194,130.718
80195,83.281
80196,75.273
80197,76.318
80198,82.3
80199,110.221
80200,91.005
80201,81.82
80202,78.814
80203,274.62
80204,104.012
80205,97.099
80206,99.739
80207,98.874
80208,248.974
80209,81.117
80210,61.072
80211,131.694
80212,82.591
80213,135.062
80214,103.031
80215,73.9
80216,116.793
80217,95.943
80218,192.811
80219,131.592
80220,105.062
80221,146.161
80222,78.437
80223,66.599
80224,126.077
80225,58.138
80226,84.753
80227,95.627
80228,92.042
80229,200.809
80230,73.747
80231,60.21
80232,65.256
80233,112.209
80234,64.311
80235,80.801
80236,75.801
80237,93.277
80238,109.124
80239,146.461
80240,83.785
80241,63.277
80242,125.905
80243,177.004
80244,96.461
80245,72.456
80246,135.584
80247,123.702
80248,83.063
80249,78.431
80250,132.82
80251,127.44
80252,71.27
80253,103.204
80254,78.782
80255,134.598
80256,63.653
80257,70.327
80258,153.605
80259,100.585
80260,79.721
80261,283.117
80262,106.08
80263,68.001
80264,95.116
80265,93.453
80266,247.897
80267,101.61
80268,91.261
80269,57.762
80270,263.385
80271,72.891
80272,118.903
80273,91.44
80274,77.89
80275,147.797
80276,328.618
80277,80.369
80278,77.523
80279,71.223
80280,54.297
80281,70.148
80282,101.883
80283,73.329
80284,139.126
80285,132.235
80286,69.314
80287,107.31
80288,283.048
80289,276.32
80290,139.742
80291,86.109
80292,66.972
80293,67.955
80294,88.495
80295,100.753
80296,80.269
80297,94.195
80298,81.671
80299,103.98
80300,624.32
80301,84.089
80302,69.182
80303,81.416
80304,75.396
80305,77.188
80306,78.123
80307,93.885
80308,61.017
80309,131.827
80310,88.028
80311,109.98
80312,61.482
80313,110.801
80314,185.335
80315,103.39
80316,61.725
80317,65.612
80318,167.957
80319,73.342
80320,71.004
80321,92.144
80322,160.871
80323,113.678
80324,189.296
80325,265.097
80326,257.982
80327,244.027
80328,100.676
80329,506.589
80330,140.404
80331,322.924
80332,130.012
80333,83.281
80334,80.019
80335,102.95
80336,83.862
80337,770.33
80338,62.745
80339,106.644
80340,110.043
80341,79.976
80342,69.807
80343,98.335
80344,55.395
80345,67.317
80346,70.37
80347,90.058
80348,62.695
80349,55.86
80350,68.233
80351,171.337
80352,95.951
80353,80.378
80354,144.453
80355,110.383
80356,74.316
80357,79.63
80358,71.576
80359,59.945
80360,75.058
80361,124.173
80362,195.561
80363,111.771
80364,94.961
80365,89.138
80366,124.362
80367,139.799
80368,146.116
80369,49.551
80370,97.855
80371,70.706
80372,96.471
80373,83.945
80374,110.732
80375,218.85
80376,909.97
80377,189.831
80378,73.435
80379,85.088
80380,97.791
80381,71.548
80382,897.96
80383,88.497
80384,78.382
80385,197.748
80386,99.626
80387,127.684
80388,116.747
80389,167.939
80390,228.216
80391,285.241
80392,595.882
80393,67.367
80394,114.252
80395,103.442
80396,77.101
80397,108.266
80398,82.011
80399,89.616
80400,61.371
80401,230.287
80402,154.7
80403,90.64
80404,79.216
80405,98.09
80406,201.178
80407,86.736
80408,89.543
80409,127.558
80410,106.422
80411,78.9
80412,62.151
80413,102.703
80414,303.689
80415,79.837
80416,313.165
80417,99.186
80418,68.353
80419,78.463
80420,126.073
80421,111.753
80422,88.3
80423,74.822
80424,97.447
80425,121.744
80426,67.593
80427,116.644
80428,104.652
80429,92.646
80430,98.289
80431,90.658
80432,96.51
80433,142.945
80434,187.945
80435,67.058
80436,71.009
80437,237.488
80438,86.647
80439,110.484
80440,131.522
80441,66.188
80442,216.169
80443,299.154
80444,200.674
80445,132.524
80446,74.033
80447,62.383
80448,98.687
80449,328.138
80450,246.537
80451,119.814
80452,78.389
80453,426.731
80454,286.198
80455,93.48
80456,76.317
80457,73.083
80458,144.898
80459,59.563
80460,108.433
80461,71.692
80462,77.414
80463,74.193
80464,90.531
80465,66.505
80466,82.19
80467,121.748
80468,87.98
80469,192.456
80470,76.608
80471,87.647
80472,92.173
80473,145.251
80474,96.315
80475,98.73
80476,104.574
80477,213.24
80478,134.385
80479,120.514
80480,79.979
80481,98.683
80482,226.761
80483,98.56
80484,116.476
80485,115.846
80486,57.076
80487,86.404
80488,64.13
80489,70.148
80490,88.647
80491,94.796
80492,91.84
80493,79.993
80494,72.867
80495,70.371
80496,83.119
80497,75.412
80498,143.727
80499,74.226
80500,105.938
80501,80.586
80502,104.907
80503,68.408
80504,255.294
80505,54.586
80506,64.488
80507,212.435
80508,79.185
80509,90.23
80510,113.136
80511,61.013
80512,112.681
80513,60.266
80514,60.293
80515,75.043
80516,90.509
80517,81.336
80518,121.744
80519,112.949
80520,69.572
80521,83.518
80522,78.499
80523,70.926
80524,50.513
80525,61.875
80526,83.914
80527,58.515
80528,77.158
80529,117.497
80530,154.96
80531,102.114
80532,79.861
80533,68.204
80534,115.041
80535,489.087
80536,83.997
80537,56.135
80538,62.777
80539,69.571
80540,71.648
80541,296.95
80542,80.113
80543,135.676
80544,90.363
80545,123.2
80546,178.807
80547,107.331
80548,90.366
80549,73.948
80550,79.829
80551,189.344
80552,246.079
80553,97.759
80554,75.913
80555,113.453
80556,89.216
80557,122.555
80558,283.01
80559,100.158
80560,63.945
80561,53.817
80562,73.364
80563,96.092
80564,113.594
80565,190.707
80566,114.483
80567,80.22
80568,77.869
80569,65.194
80570,122.899
80571,111.069
80572,86.471
80573,170.684
80574,82.615
80575,93.07
80576,107.14
80577,321.627
80578,74.372
80579,67.529
80580,204.785
80581,282.344
80582,324.433
80583,184.723
80584,105.568
80585,68.258
80586,94.434
80587,246.06
80588,60.923
80589,74.84
80590,97.012
80591,211.661
80592,79.904
80593,185.243
80594,84.74
80595,54.667
80596,83.424
80597,107.17
80598,96.421
80599,128.757
80600,81.14
80601,58.708
80602,261.17
80603,115.099
80604,58.523
80605,67.116
80606,122.424
80607,65.851
80608,70.934
80609,100.289
80610,431.61
80611,268.838
80612,156.087
80613,101.581
80614,126.766
80615,79.011
80616,314.594
80617,75.114
80618,93.653
80619,82.163
80620,334.206
80621,62.823
80622,122.899
80623,101.395
80624,132.407
80625,77.767
80626,68.656
80627,90.018
80628,273.63
80629,112.488
80630,70.196
80631,254.167
80632,90.178
80633,297.116
80634,206.236
80635,61.515
80636,91.965
80637,54.728
80638,115.959
80639,64.823
80640,249.899
80641,85.151
80642,120.501
80643,147.743
80644,118.856
80645,71.931
80646,67.972
80647,75.71
80648,125.05
80649,259.52
80650,69.302
80651,67.368
80652,84.772
80653,73.93
80654,148.689
80655,77.202
80656,92.626
80657,138.155
80658,66.496
80659,115.823
80660,254.487
80661,167.809
80662,77.241
80663,177.669
80664,75.978
80665,74.862
80666,148.444
80667,72.755
80668,112.143
80669,77.059
80670,73.011
80671,74.497
80672,119.989
80673,107.845
80674,66.851
80675,120.561
80676,77.908
80677,177.181
80678,56.833
80679,94.519
80680,74.739
80681,92.472
80682,51.452
80683,129.518
80684,111.323
80685,76.252
80686,73.791
80687,77.277
80688,71.463
80689,60.052
80690,67.927
80691,164.142
80692,765.083
80693,85.177
80694,277.962
80695,89.906
80696,56.532
80697,92.556
80698,70.622
80699,65.109
80700,73.773
80701,64.008
80702,79.977
80703,227.492
80704,93.871
80705,118.307
80706,95.742
80707,92.536
80708,87.497
80709,91.995
80710,91.657
80711,182.933
80712,103.554
80713,79.235
80714,183.541
80715,97.38
80716,141.028
80717,108.097
80718,81.958
80719,79.826
80720,188.151
80721,86.584
80722,67.016
80723,347.654
80724,93.799
80725,74.011
80726,62.242
80727,77.035
80728,269.477
80729,91.483
80730,169.328
80731,98.373
