,rarity
90894,74.552
90895,82.8
90896,147.531
90897,71.081
90898,67.613
90899,88.831
90900,130.238
90901,63.499
90902,80.051
90903,124.732
90904,112.544
90905,72.264
90906,95.589
90907,919.597
90908,69.101
90909,76.664
90910,91.49
90911,64.796
90912,131.698
90913,125.697
90914,77.812
90915,82.404
90916,102.135
90917,148.067
90918,76.227
90919,95.415
90920,93.382
90921,71.096
90922,95.08
90923,95.55
90924,67.685
90925,71.635
90926,104.207
90927,482.294
90928,191.482
90929,78.958
90930,85.83
90931,124.158
90932,76.666
90933,71.996
90934,94.674
90935,69.055
90936,76.583
90937,154.842
90938,75.441
90939,152.283
90940,94.011
90941,150.895
90942,97.033
90943,99.043
90944,83.272
90945,148.903
90946,58.781
90947,77.601
90948,93.896
90949,472.704
90950,100.047
90951,260.225
90952,175.893
90953,95.498
90954,142.001
90955,62.086
90956,74.617
90957,125.071
90958,87.92
90959,95.887
90960,88.484
90961,132.669
90962,59.521
90963,72.213
90964,90.154
90965,71.178
90966,288.584
90967,123.664
90968,108.446
90969,87.92
90970,86.029
90971,116.912
90972,72.052
90973,130.258
90974,70.716
90975,103.006
90976,118.942
90977,81.557
90978,52.617
90979,305.205
90980,97.15
90981,66.751
90982,100.989
90983,166.735
90984,423.608
90985,109.135
90986,113.079
90987,72.521
90988,70.609
90989,92.74
90990,100.64
90991,79.097
90992,78.694
90993,73.164
90994,80.63
90995,76.036
90996,94.647
90997,103.304
90998,101.257
90999,69.638
91000,244.773
91001,54.967
91002,204.284
91003,166.028
91004,100.441
91005,114.773
91006,78.38
91007,59.493
91008,228.092
91009,145.939
91010,90.147
91011,109.631
91012,52.284
91013,84.354
91014,122.637
91015,75.047
91016,115.369
91017,107.122
91018,81.322
91019,78.926
91020,74.927
91021,88.539
91022,235.438
91023,82.747
91024,74.601
91025,65.531
91026,53.654
91027,59.681
91028,81.863
91029,100.43
91030,156.323
91031,64.942
91032,95.086
91033,107.208
91034,102.622
91035,116.627
91036,94.829
91037,85.229
91038,96.657
91039,106.805
91040,109.647
91041,109.728
91042,148.599
91043,100.211
91044,58.155
91045,85.749
91046,55.204
91047,81.39
91048,82.67
91049,66.775
91050,72.681
91051,392.413
91052,97.191
91053,104.835
91054,80.139
91055,85.648
91056,82.039
91057,91.124
91058,69.495
91059,90.147
91060,66.669
91061,109.812
91062,294.926
91063,69.262
91064,70.243
91065,99.296
91066,109.76
91067,78.631
91068,85.229
91069,97.528
91070,100.987
91071,286.226
91072,68.277
91073,76.951
91074,93.591
91075,92.881
91076,88.207
91077,81.263
91078,163.663
91079,86.547
91080,102.108
91081,90.743
91082,105.475
91083,107.577
91084,194.447
91085,86.911
91086,132.508
91087,103.428
91088,110.701
91089,60.461
91090,109.622
91091,117.389
91092,127.777
91093,82.585
91094,64.623
91095,72.513
91096,92.365
91097,69.826
91098,82.988
91099,85.998
91100,248.992
91101,92.766
91102,131.671
91103,175.165
91104,117.294
91105,90.675
91106,108.53
91107,75.542
91108,260.301
91109,58.364
91110,90.414
91111,109.564
91112,109.183
91113,59.212
91114,227.263
91115,99.35
91116,109.042
91117,195.847
91118,115.101
91119,195.038
91120,76.564
91121,112.676
91122,108.724
91123,82.107
91124,62.603
91125,107.248
91126,107.589
91127,89.525
91128,108.744
91129,75.35
91130,139.771
91131,121.67
91132,63.797
91133,83.415
91134,243.924
91135,89.606
91136,77.465
91137,284.876
91138,93.067
91139,92.393
91140,228.648
91141,66.708
91142,82.278
91143,82.273
91144,86.193
91145,103.415
91146,239.585
91147,215.594
91148,84.168
91149,56.1
91150,100.422
91151,76.878
91152,86.037
91153,83.242
91154,75.117
91155,115.26
91156,75.646
91157,93.715
91158,101.295
91159,70.701
91160,154.405
91161,83.019
91162,399.49
91163,98.589
91164,68.814
91165,226.028
91166,70.791
91167,84.941
91168,63.619
91169,66.512
91170,100.94
91171,50.196
91172,109.101
91173,64.841
91174,71.349
91175,63.899
91176,95.673
91177,130.364
91178,96.528
91179,59.327
91180,119.937
91181,76.996
91182,513.106
91183,62.96
91184,82.409
91185,109.178
91186,76.846
91187,195.799
91188,72.505
91189,63.062
91190,119.03
91191,58.111
91192,102.388
91193,86.963
91194,146.898
91195,81.828
91196,67.809
91197,68.419
91198,76.563
91199,66.501
91200,69.946
91201,75.407
91202,71.326
91203,84.531
91204,111.521
91205,378.398
91206,76.431
91207,62.767
91208,324.414
91209,60.268
91210,82.056
91211,247.326
91212,90.565
91213,84.613
91214,69.519
91215,82.146
91216,79.222
91217,602.642
91218,143.886
91219,119.154
91220,107.225
91221,82.347
91222,123.559
91223,87.097
91224,68.395
91225,87.618
91226,74.348
91227,81.718
91228,80.019
91229,63.664
91230,184.061
91231,100.391
91232,134.343
91233,79.05
91234,502.608
91235,84.235
91236,153.085
91237,83.561
91238,57.003
91239,84.699
91240,212.402
91241,59.714
91242,101.113
91243,75.825
91244,79.325
91245,81.973
91246,85.361
91247,190.218
91248,100.209
91249,68.442
91250,94.862
91251,114.74
91252,147.242
91253,105.132
91254,80.911
91255,70.37
91256,86.634
91257,145.708
91258,73.875
91259,94.136
91260,103.217
91261,428.322
91262,78.176
91263,85.468
91264,70.449
91265,81.991
91266,175.014
91267,210.195
91268,113.472
91269,80.204
91270,68.864
91271,94.386
91272,54.044
91273,380.569
91274,102.609
91275,1716.125
91276,125.861
91277,79.179
91278,123.939
91279,82.307
91280,135.335
91281,71.7
91282,117.982
91283,284.902
91284,89.929
91285,124.743
91286,111.517
91287,87.466
91288,84.539
91289,311.439
91290,186.046
91291,121.019
91292,59.702
91293,73.241
91294,119.532
91295,106.918
91296,80.744
91297,51.565
91298,66.987
91299,288.091
91300,95.039
91301,95.547
91302,113.248
91303,75.958
91304,602.278
91305,61.85
91306,78.645
91307,94.937
91308,117.013
91309,85.212
91310,124.787
91311,185.573
91312,74.316
91313,69.562
91314,92.591
91315,164.064
91316,65.105
91317,82.021
91318,126.908
91319,74.808
91320,85.91
91321,68.246
91322,67.658
91323,114.127
91324,82.095
91325,135.332
91326,62.823
91327,71.727
91328,102.877
91329,72.719
91330,75.906
91331,73.989
91332,80.692
91333,231.281
91334,112.816
91335,52.941
91336,69.082
91337,69.945
91338,158.907
91339,109.669
91340,168.89
91341,205.426
91342,79.402
91343,85.836
91344,106.477
91345,83.293
91346,82.745
91347,658.163
91348,66.679
91349,95.007
91350,92.646
91351,67.205
91352,282.799
91353,105.75
91354,90.565
91355,133.788
91356,76.357
91357,72.383
91358,308.232
91359,190.836
91360,285.458
91361,74.888
91362,63.902
91363,137.05
91364,168.32
91365,77.974
91366,80.876
91367,278.925
91368,76.784
91369,96.039
91370,75.935
91371,96.989
91372,58.6
91373,93.654
91374,89.628
91375,107.71
91376,115.549
91377,94.767
91378,103.573
91379,98.329
91380,59.638
91381,79.086
91382,73.249
91383,51.845
91384,116.939
91385,73.631
91386,102.185
91387,91.832
91388,68.452
91389,109.835
91390,84.504
91391,298.334
91392,75.417
91393,121.739
91394,84.334
91395,96.728
91396,140.275
91397,127.623
91398,84.288
91399,118.661
91400,116.658
91401,119.293
91402,64.049
91403,120.137
91404,64.03
91405,107.964
91406,76.697
91407,104.927
91408,106.721
91409,77.472
91410,88.376
91411,97.755
91412,79.591
91413,83.708
91414,76.18
91415,86.905
91416,147.339
91417,141.109
91418,103.11
91419,128.64
91420,69.514
91421,109.561
91422,104.747
91423,93.14
91424,211.888
91425,77.392
91426,319.576
91427,83.241
91428,106.559
91429,77.621
91430,88.552
91431,116.103
91432,60.9
91433,134.339
91434,91.142
91435,67.338
91436,167.256
91437,93.32
91438,86.54
91439,267.081
91440,94.03
91441,60.743
91442,230.711
91443,165.064
91444,70.603
91445,105.223
91446,77.952
91447,78.236
91448,88.059
91449,84.834
91450,79.014
91451,77.082
91452,66.513
91453,84.685
91454,127.591
91455,211.093
91456,222.339
91457,77.476
91458,123.546
91459,244.463
91460,88.828
91461,92.838
91462,77.061
91463,130.058
91464,198.32
91465,135.149
91466,75.466
91467,70.775
91468,292.599
91469,91.31
91470,57.307
91471,82.367
91472,192.659
91473,113.007
91474,161.453
91475,92.879
91476,136.523
91477,85.312
91478,60.574
91479,86.677
91480,203.732
91481,94.038
91482,139.456
91483,204.71
91484,61.286
91485,105.398
91486,69.857
91487,58.984
91488,66.202
91489,101.142
91490,184.512
91491,108.048
91492,105.609
91493,106.017
91494,69.793
91495,88.688
91496,127.463
91497,433.262
91498,84.445
91499,101.887
91500,107.506
91501,90.731
91502,83.334
91503,71.966
91504,55.227
91505,115.053
91506,104.771
91507,70.086
91508,101.058
91509,202.439
91510,102.066
91511,86.199
91512,92.41
91513,61.882
91514,71.122
91515,90.75
91516,62.374
91517,82.326
91518,57.61
91519,78.06
91520,66.534
91521,139.281
91522,119.953
91523,77.557
91524,161.642
91525,58.899
91526,131.993
91527,70.067
91528,136.97
91529,122.367
91530,127.534
91531,71.418
91532,121.846
91533,83.11
91534,1354.068
91535,86.419
91536,68.062
91537,202.106
91538,102.929
91539,212.542
91540,88.716
91541,95.95
91542,79.894
91543,100.007
91544,124.827
91545,84.496
91546,70.651
91547,97.626
91548,108.134
91549,146.184
91550,102.987
91551,70.295
91552,124.257
91553,289.836
91554,120.057
91555,85.054
91556,166.706
91557,67.868
91558,108.626
91559,93.255
91560,66.359
91561,295.629
91562,69.746
91563,61.384
91564,81.473
91565,83.732
91566,168.576
91567,110.938
91568,200.582
91569,423.351
91570,85.006
91571,142.688
91572,68.375
91573,61.234
91574,75.413
91575,241.869
91576,79.05
91577,123.847
91578,82.537
91579,59.925
91580,126.314
91581,67.716
91582,109.798
91583,79.087
91584,82.223
91585,111.991
91586,107.586
91587,105.694
91588,82.434
91589,191.481
91590,111.506
91591,95.104
91592,114.04
91593,157.468
91594,99.513
91595,76.767
91596,65.292
91597,108.411
91598,81.155
91599,63.583
91600,322.651
91601,182.588
91602,246.234
91603,78.317
91604,82.425
91605,119.046
91606,104.843
91607,118.019
91608,148.425
91609,78.313
91610,74.072
91611,76.297
91612,73.28
91613,290.05
91614,79.633
91615,75.342
91616,121.385
91617,71.87
91618,451.71
91619,71.462
91620,88.034
91621,110.197
91622,94.242
91623,154.795
91624,72.016
91625,82.513
91626,523.169
91627,64.338
91628,97.75
91629,73.608
91630,111.25
91631,70.822
91632,83.537
91633,147.111
91634,82.038
91635,411.576
91636,73.072
91637,72.228
91638,96.459
91639,85.868
91640,121.268
91641,127.025
91642,115.419
91643,67.587
91644,75.39
91645,77.006
91646,76.826
91647,87.622
91648,80.937
91649,123.235
91650,58.151
91651,102.541
91652,92.112
91653,113.257
91654,144.006
91655,83.499
91656,108.624
91657,59.468
91658,90.01
91659,67.14
91660,227.594
91661,100.89
91662,140.829
91663,86.817
91664,70.078
91665,91.458
91666,82.024
91667,85.531
91668,82.521
91669,78.735
91670,167.881
91671,105.033
91672,172.808
91673,87.29
91674,94.251
91675,83.602
91676,93.365
91677,128.563
91678,113.503
91679,66.068
91680,122.701
91681,54.57
91682,161.843
91683,73.891
91684,84.532
91685,82.479
91686,327.627
91687,105.068
91688,151.482
91689,182.055
91690,112.571
91691,97.305
91692,311.494
91693,99.247
91694,177.388
91695,84.087
91696,95.046
91697,67.252
91698,131.829
91699,400.872
91700,80.141
91701,79.573
91702,67.103
91703,235.692
91704,121.701
91705,141.996
91706,80.776
91707,120.994
91708,82.497
91709,161.269
91710,56.636
91711,72.08
91712,64.839
91713,78.013
91714,112.518
91715,98.561
91716,121.507
91717,175.573
91718,116.812
91719,78.799
91720,78.496
91721,113.004
91722,97.839
91723,88.556
91724,91.315
91725,65.674
91726,81.25
91727,98.15
91728,93.603
91729,94.919
91730,76.323
91731,275.864
91732,104.928
91733,427.213
91734,80.721
91735,131.53
91736,83.44
91737,139.171
91738,143.935
91739,142.253
91740,63.528
91741,78.683
91742,66.066
91743,71.636
91744,90.903
91745,199.858
91746,101.865
91747,227.665
91748,97.894
91749,159.028
91750,94.074
91751,150.105
91752,58.125
91753,63.096
91754,79.802
91755,143.909
91756,88.843
91757,89.717
91758,84.094
91759,83.002
91760,169.053
91761,60.48
91762,61.719
91763,83.629
91764,57.808
91765,81.231
91766,104.379
91767,138.719
91768,116.819
91769,108.257
91770,102.073
91771,83.848
91772,59.287
91773,101.727
91774,108.922
91775,68.798
91776,118.276
91777,126.509
91778,743.686
91779,84.917
91780,80.761
91781,99.453
91782,74.851
91783,102.649
91784,81.24
91785,77.996
91786,107.512
91787,77.924
91788,67.432
91789,74.705
91790,86.596
91791,93.214
91792,64.787
91793,139.023
91794,99.225
91795,326.726
91796,99.569
91797,59.495
91798,157.524
91799,85.629
91800,89.973
91801,99.868
91802,96.982
91803,68.192
91804,98.244
91805,85.977
91806,68.957
91807,158.517
91808,86.795
91809,78.97
91810,79.012
91811,62.705
91812,78.865
91813,88.547
91814,131.308
91815,381.487
91816,120.107
91817,205.476
91818,75.193
91819,115.931
91820,296.744
91821,65.952
91822,66.534
91823,82.465
91824,76.531
91825,350.192
91826,92.857
91827,69.373
91828,185.623
91829,178.655
91830,182.753
91831,85.917
91832,84.841
91833,80.875
91834,72.147
91835,98.741
91836,163.111
91837,87.23
91838,103.141
91839,93.388
91840,76.692
91841,71.577
91842,63.411
91843,470.378
91844,85.083
91845,92.76
91846,71.326
91847,93.677
91848,60.223
91849,69.474
91850,87.613
91851,83.521
91852,124.974
91853,91.023
91854,110.436
91855,168.011
91856,97.797
91857,133.669
91858,96.85
91859,318.843
91860,65.83
91861,134.375
91862,119.796
91863,108.875
91864,71.803
91865,70.18
91866,65.673
91867,119.498
91868,85.432
91869,104.127
91870,468.43
91871,68.678
91872,66.898
91873,167.792
91874,160.855
91875,59.362
91876,124.775
91877,65.391
91878,81.463
91879,71.756
91880,483.977
91881,405.739
91882,85.279
91883,75.654
91884,109.986
91885,57.157
91886,67.344
91887,82.22
91888,91.101
91889,150.343
91890,59.778
91891,93.209
91892,158.517
91893,144.865
91894,124.052
91895,112.425
91896,78.243
91897,83.263
91898,274.525
91899,120.788
91900,95.413
91901,74.882
91902,113.433
91903,129.78
91904,99.528
91905,85.16
91906,73.921
91907,131.644
91908,208.955
91909,284.466
91910,103.686
91911,648.974
91912,68.192
91913,85.977
91914,68.957
91915,59.255
91916,233.077
91917,88.418
91918,98.244
91919,72.225
91920,113.548
91921,73.942
91922,87.954
91923,166.5
91924,89.895
91925,86.153
91926,88.203
91927,83.962
91928,94.834
91929,91.013
91930,134.298
91931,61.793
91932,175.154
91933,191.903
91934,72.464
91935,230.143
91936,82.048
91937,134.452
91938,175.76
91939,86.353
91940,66.409
91941,83.595
91942,177.175
91943,111.851
91944,198.218
91945,97.334
91946,56.898
91947,57.667
91948,564.882
91949,137.845
91950,78.772
91951,132.976
91952,347.265
91953,74.291
91954,249.74
91955,84.849
91956,165.49
91957,120.31
91958,83.844
91959,103.055
91960,112.152
91961,535.381
91962,128.861
91963,81.35
91964,56.642
91965,56.012
91966,162.49
91967,104.099
91968,122.952
91969,86.126
91970,62.041
91971,104.18
91972,80.213
91973,66.867
91974,74.288
91975,89.55
91976,78.848
91977,67.838
91978,233.997
91979,77.329
91980,88.622
91981,96.053
91982,280.265
91983,91.097
91984,599.32
91985,95.788
91986,73.246
91987,102.185
91988,119.277
91989,71.047
91990,77.467
91991,293.867
91992,68.579
91993,320.87
91994,82.632
91995,91.943
91996,123.802
91997,250.032
91998,123.94
91999,96.194
92000,103.156
92001,119.922
92002,603.663
92003,148.914
92004,95.527
92005,85.685
92006,73.076
92007,87.855
92008,61.319
92009,61.895
92010,191.082
92011,65.005
92012,69.127
92013,59.532
92014,60.083
92015,88.356
92016,230.173
92017,66.046
92018,64.498
92019,77.865
92020,87.718
92021,110.329
92022,87.952
92023,147.28
92024,62.527
92025,75.885
92026,68.583
92027,94.574
92028,135.727
92029,116.134
92030,177.279
92031,161.243
92032,287.91
92033,83.207
92034,61.499
92035,118.397
92036,135.21
92037,328.206
92038,61.656
92039,123.761
92040,98.609
92041,132.005
92042,103.324
92043,95.416
92044,89.48
92045,103.85
92046,124.996
92047,112.787
92048,81.006
92049,88.799
92050,88.38
92051,81.838
92052,113.891
92053,93.314
92054,115.76
92055,122.45
92056,98.675
92057,108.96
92058,85.671
92059,151.949
92060,118.192
92061,89.773
92062,83.583
92063,127.202
92064,518.093
92065,129.655
92066,74.277
92067,257.511
92068,79.224
92069,59.481
92070,59.404
92071,69.654
92072,110.853
92073,76.408
92074,69.669
92075,94.882
92076,83.128
92077,241.053
92078,82.523
92079,474.074
92080,73.311
92081,78.074
92082,65.993
92083,85.719
92084,119.27
92085,307.429
92086,503.269
92087,336.447
92088,80.853
92089,83.651
92090,53.541
92091,90.565
92092,106.382
92093,143.862
92094,72.751
92095,58.253
92096,190.438
92097,76.299
92098,104.195
92099,417.219
92100,51.646
92101,74.92
92102,59.374
92103,88.123
92104,97.483
92105,109.536
92106,203.095
92107,259.326
92108,133.122
92109,146.424
92110,109.348
92111,135.68
92112,104.87
92113,125.59
92114,114.45
92115,116.271
92116,109.273
92117,64.981
92118,177.142
92119,333.168
92120,75.63
92121,95.088
92122,105.352
92123,62.322
92124,96.637
92125,94.049
92126,79.672
92127,80.385
92128,71.469
92129,294.17
92130,112.942
92131,114.087
92132,66.764
92133,103.465
92134,85.5
92135,71.137
92136,66.137
92137,81.218
92138,110.002
92139,70.904
92140,61.281
92141,121.28
92142,212.536
92143,379.053
92144,95.513
92145,88.596
92146,67.915
92147,98.261
92148,104.653
92149,152.49
92150,244.824
92151,78.619
92152,69.072
92153,96.585
92154,74.758
92155,85.392
92156,76.848
92157,82.915
92158,164.426
92159,99.428
92160,98.102
92161,133.776
92162,282.341
92163,188.804
92164,56.967
92165,95.7
92166,72.09
92167,90.073
92168,110.131
92169,115.061
92170,110.959
92171,83.24
92172,78.302
92173,65.03
92174,483.408
92175,131.518
92176,103.695
92177,71.439
92178,60.114
92179,71.567
92180,60.289
92181,90.295
92182,163.27
92183,77.399
92184,114.425
92185,91.125
92186,95.143
92187,65.811
92188,76.173
92189,98.07
92190,55.041
92191,132.468
92192,61.799
92193,153.625
92194,55.794
92195,97.972
92196,100.785
92197,259.721
92198,105.938
92199,65.062
92200,367.716
92201,66.639
92202,108.242
92203,105.15
92204,182.641
92205,204.245
92206,230.322
92207,97.548
92208,64.842
92209,140.98
92210,110.838
92211,81.017
92212,114.02
92213,79.699
92214,107.293
92215,68.98
92216,363.64
92217,71.545
92218,88.929
92219,94.339
92220,92.839
92221,75.944
92222,104.593
92223,85.014
92224,73.651
92225,90.868
92226,286.569
92227,57.87
92228,215.692
92229,90.304
92230,53.911
92231,69.355
92232,245.825
92233,66.73
92234,75.319
92235,82.968
92236,78.548
92237,122.433
92238,105.114
92239,84.47
92240,96.924
92241,82.394
92242,284.817
92243,76.349
92244,76.555
92245,79.17
92246,80.216
92247,109.099
92248,106.582
92249,118.785
92250,91.963
92251,84.998
92252,101.662
92253,69.447
92254,247.592
92255,77.562
92256,103.447
92257,161.071
92258,258.669
92259,91.477
92260,160.062
92261,96.485
92262,87.158
92263,68.317
92264,82.505
92265,61.251
92266,340.963
92267,83.498
92268,87.751
92269,82.612
92270,62.062
92271,56.046
92272,108.182
92273,124.06
92274,297.915
92275,102.88
92276,91.465
92277,56.107
92278,97.662
92279,74.557
92280,104.226
92281,83.255
92282,95.985
92283,63.561
92284,262.104
92285,158.968
92286,121.931
92287,340.355
92288,110.457
92289,80.07
92290,67.428
92291,102.525
92292,88.319
92293,59.27
92294,103.221
92295,106.159
92296,96.58
92297,161.269
92298,96.234
92299,108.445
92300,63.491
92301,134.161
92302,83.953
92303,90.33
92304,76.409
92305,101.24
92306,132.094
92307,74.228
92308,97.302
92309,155.013
92310,134.049
92311,184.966
92312,384.936
92313,73.701
92314,97.386
92315,96.6
92316,102.714
92317,98.677
92318,74.837
92319,87.079
92320,63.68
92321,171.266
92322,91.2
92323,86.633
92324,80.078
92325,96.4
92326,92.785
92327,150.845
92328,88.279
92329,93.385
92330,143.641
92331,119.73
92332,74.096
92333,105.421
92334,124.188
92335,171.857
92336,86.132
92337,96.126
92338,65.382
92339,200.844
92340,76.348
92341,68.659
92342,75.641
92343,85.035
92344,92.736
92345,281.471
92346,87.654
92347,93.117
92348,207.362
92349,87.139
92350,77.576
92351,61.181
92352,145.294
92353,95.947
92354,66.59
92355,68.933
92356,78.11
92357,78.828
92358,87.71
92359,137.25
92360,115.417
92361,186.582
92362,207.521
92363,96.345
92364,91.724
92365,58.825
92366,86.777
92367,135.698
92368,66.764
92369,121.746
92370,50.278
92371,84.125
92372,80.299
92373,79.721
92374,80.979
92375,97.32
92376,369.109
92377,152.511
92378,63.194
92379,88.245
92380,136.934
92381,53.149
92382,73.782
92383,81.336
92384,112.096
92385,63.098
92386,82.228
92387,80.104
92388,100.019
92389,78.465
92390,156.938
92391,86.723
92392,68.462
92393,242.893
92394,125.421
92395,125.074
92396,99.189
92397,80.321
92398,447.311
92399,88.007
92400,72.697
92401,112.809
92402,55.486
92403,56.826
92404,76.96
92405,192.691
92406,108.102
92407,67.949
92408,66.244
92409,101.348
92410,123.564
92411,137.23
92412,102.242
92413,119.424
92414,82.155
92415,66.986
92416,56.781
92417,89.204
92418,81.689
92419,74.655
92420,70.713
92421,153.88
92422,79.862
92423,75.212
92424,63.056
92425,758.725
92426,75.53
92427,106.506
92428,117.48
92429,116.588
92430,99.979
92431,126.105
92432,327.112
92433,152.364
92434,216.479
92435,68.362
92436,72.211
92437,77.385
92438,96.999
92439,106.178
92440,89.239
92441,111.272
92442,76.815
92443,124.532
92444,208.201
92445,86.885
92446,106.593
92447,86.115
92448,276.868
92449,181.929
92450,73.015
92451,152.464
92452,115.292
92453,74.679
92454,87.53
92455,70.586
92456,86.357
92457,535.221
92458,111.181
92459,83.871
92460,158.672
92461,139.955
92462,219.981
92463,132.276
92464,80.199
92465,88.786
92466,65.877
92467,80.041
92468,56.789
92469,114.307
92470,102.282
92471,109.636
92472,107.166
92473,96.768
92474,161.188
92475,83.823
92476,120.629
92477,201.244
92478,67.521
92479,79.166
92480,113.525
92481,207.971
92482,82.545
92483,78.778
92484,337.87
92485,73.198
92486,93.683
92487,77.066
92488,120.67
92489,71.603
92490,75.067
92491,100.403
92492,172.419
92493,175.924
92494,133.742
92495,77.484
92496,65.678
92497,121.158
92498,147.514
92499,72.3
92500,83.352
92501,182.315
92502,83.54
92503,102.983
92504,127.23
92505,108.174
92506,120.072
92507,66.362
92508,87.759
92509,72.653
92510,85.147
92511,104.995
92512,62.265
92513,86.469
92514,75.425
92515,115.846
92516,80.109
92517,110.947
92518,71.472
92519,69.784
92520,60.869
92521,102.487
92522,93.08
92523,62.911
92524,319.648
92525,444.043
92526,91.245
92527,60.071
92528,105.028
92529,118.624
92530,92.566
92531,222.264
92532,64.521
92533,74.227
92534,79.051
92535,93.163
92536,130.809
92537,74.316
92538,72.99
92539,83.473
92540,178.72
92541,133.118
92542,87.391
92543,533.319
92544,323.885
92545,60.241
92546,101.11
92547,69.987
92548,99.017
92549,81.838
92550,120.677
92551,63.019
92552,160.231
92553,85.9
92554,135.006
92555,93.651
92556,98.867
92557,121.744
92558,93.82
92559,111.96
92560,93.42
92561,115.784
92562,169.416
92563,103.789
92564,54.63
92565,54.836
92566,66.976
92567,101.46
92568,308.596
92569,66.978
92570,122.45
92571,75.242
92572,419.264
92573,88.26
92574,427.055
92575,120.246
92576,65.727
92577,88.346
92578,85.788
92579,160.156
92580,71.32
92581,76.468
92582,70.906
92583,112.347
92584,108.849
92585,91.5
92586,276.049
92587,136.509
92588,100.912
92589,82.494
92590,126.115
92591,53.844
92592,87.864
92593,62.76
92594,87.182
92595,65.268
92596,62.279
92597,281.367
92598,74.614
92599,150.891
92600,171.967
92601,130.724
92602,86.643
92603,365.882
92604,74.482
92605,54.198
92606,84.479
92607,128.988
92608,69.25
92609,59.463
92610,122.413
92611,97.975
92612,98.58
92613,59.531
92614,76.38
92615,139.136
92616,71.729
92617,77.655
92618,78.29
92619,130.757
92620,102.802
92621,77.065
92622,197.782
92623,62.774
92624,245.891
92625,155.72
92626,97.98
92627,96.487
92628,78.702
92629,175.554
92630,67.284
92631,67.627
92632,97.066
92633,69.885
92634,163.663
92635,96.686
92636,96.379
92637,67.314
92638,137.953
92639,129.408
92640,98.453
92641,98.855
92642,288.854
92643,124.298
92644,92.014
92645,70.554
92646,72.948
92647,79.993
92648,89.742
92649,135.752
92650,99.847
92651,80.227
92652,514.886
92653,111.911
92654,108.838
92655,117.108
92656,207.236
92657,100.96
92658,71.797
92659,70.75
92660,96.31
92661,67.898
92662,82.375
92663,205.854
92664,91.426
92665,120.186
92666,109.32
92667,93.633
92668,395.815
92669,75.294
92670,99.519
92671,588.694
92672,61.5
92673,83.467
92674,71.69
92675,75.894
92676,96.13
92677,95.556
92678,83.524
92679,66.891
92680,80.467
92681,54.767
92682,99.985
92683,114.618
92684,59.949
92685,64.959
92686,117.478
92687,82.193
92688,73.087
92689,93.194
92690,109.967
92691,146.032
92692,104.767
92693,108.608
92694,114.395
92695,79.566
92696,71.471
92697,123.12
92698,87.222
92699,108.087
92700,66.951
92701,83.43
92702,273.526
92703,75.009
92704,76.953
92705,107.42
92706,83.898
92707,61.584
92708,181.027
92709,87.582
92710,134.034
92711,129.317
92712,78.279
92713,108.711
92714,74.465
92715,87.032
92716,74.259
92717,105.372
92718,80.902
92719,368.74
92720,99.116
92721,86.592
92722,81.453
92723,85.682
92724,185.345
92725,76.613
92726,57.436
92727,86.119
92728,187.776
92729,66.894
92730,114.168
92731,172.236
92732,115.178
92733,284.718
92734,90.503
92735,73.263
92736,79.295
92737,147.137
92738,102.867
92739,148.632
92740,115.045
92741,67.149
92742,75.622
92743,99.501
92744,93.346
92745,96.003
92746,81.836
92747,75.21
92748,72.495
92749,66.644
92750,84.931
92751,63.718
92752,66.681
92753,102.728
92754,122.336
92755,98.446
92756,86.983
92757,75.242
92758,72.612
92759,343.005
92760,64.865
92761,172.149
92762,97.4
92763,242.705
92764,137.414
92765,138.972
92766,87.727
92767,107.102
92768,83.135
92769,97.762
92770,97.482
92771,121.408
92772,127.162
92773,73.784
92774,125.785
92775,111.292
92776,73.116
92777,76.694
92778,125.298
92779,239.602
92780,75.617
92781,140.311
92782,61.38
92783,155.918
92784,156.397
92785,143.127
92786,64.989
92787,131.609
92788,331.684
92789,138.972
92790,74.517
92791,64.425
92792,76.644
92793,84.143
92794,82.071
92795,589.671
92796,61.507
92797,90.938
92798,78.435
92799,113.09
92800,69.782
92801,81.878
92802,102.489
92803,165.407
92804,159.127
92805,84.598
92806,98.778
92807,264.285
92808,80.139
92809,174.645
92810,66.063
92811,97.712
92812,102.25
92813,109.005
92814,109.003
92815,96.939
92816,72.675
92817,77.074
92818,83.11
92819,89.599
92820,92.227
92821,136.898
92822,122.017
92823,79.635
92824,81.816
92825,94.004
92826,103.065
92827,97.4
92828,70.702
92829,76.381
92830,71.343
92831,69.926
92832,94.74
92833,130.502
92834,99.21
92835,122.417
92836,75.24
92837,75.569
92838,195.321
92839,246.079
92840,242.705
92841,137.414
92842,109.694
92843,76.046
92844,130.338
92845,127.644
92846,591.392
92847,100.25
92848,71.192
92849,87.702
92850,85.723
92851,82.945
92852,69.873
92853,87.727
92854,69.791
92855,71.242
92856,104.248
92857,81.8
92858,70.151
92859,61.875
92860,78.919
92861,116.73
92862,85.751
92863,126.117
92864,365.4
92865,90.609
92866,107.716
92867,77.774
92868,130.341
92869,112.446
92870,107.451
92871,110.102
92872,120.125
92873,71.492
92874,72.602
92875,85.316
92876,92.489
92877,95.057
92878,61.271
92879,110.702
92880,115.389
92881,101.181
92882,76.066
92883,97.02
92884,126.042
92885,85.194
92886,83.425
92887,81.565
92888,90.317
92889,530.63
92890,103.167
92891,58.119
92892,83.955
