,aRarity,mRarity
31564,94.79,33.4
31565,84.66,16.73
31566,124.44,100.21
31567,88.58,93.76
31568,70.32,30.98
31569,113.34,52.52
31570,51.02,18.17
31571,85.78,22.09
31572,73.64,25.61
31573,64.01,21.63
31574,75.77,30.58
31575,60.05,12.21
31576,90.54,20.59
31577,99.75,60.91
31578,1335.45,49.33
31579,96.14,29.84
31580,59.68,42.6
31581,73.87,37.5
31582,489.25,66.0
31583,75.23,30.37
31584,94.19,63.75
31585,77.07,25.56
31586,234.2,150.94
31587,80.91,50.96
31588,431.23,162.98
31589,296.01,162.98
31590,64.65,25.74
31591,63.38,23.88
31592,1689.41,86.5
31593,93.99,32.98
31594,61.19,45.41
31595,91.43,28.58
31596,73.78,31.63
31597,1106.54,36.98
31598,185.59,156.8
31599,132.84,35.52
31600,198.23,42.08
31601,81.49,45.4
31602,119.11,48.87
31603,107.66,34.91
31604,61.01,23.84
31605,87.16,59.34
31606,51.69,20.32
31607,87.47,57.55
31608,75.24,30.87
31609,113.2,77.29
31610,99.92,60.66
31611,61.22,23.47
31612,133.74,87.55
31613,124.91,57.26
31614,1109.99,52.25
31615,106.31,43.19
31616,68.72,28.45
31617,101.66,22.28
31618,55.37,22.56
31619,53.29,15.55
31620,131.54,31.96
31621,77.24,42.14
31622,140.06,87.36
31623,106.26,35.02
31624,82.56,60.18
31625,71.4,29.62
31626,254.94,83.02
31627,102.54,65.97
31628,66.18,26.2
31629,94.5,26.23
31630,58.78,19.73
31631,54.53,15.1
31632,66.06,22.88
31633,74.32,18.82
31634,70.15,38.75
31635,56.26,14.55
31636,159.55,199.64
31637,49.3,19.89
31638,72.28,19.33
31639,243.26,229.4
31640,70.46,32.04
31641,90.63,38.55
31642,349.24,94.48
31643,193.48,87.85
31644,165.5,45.36
31645,90.63,21.44
31646,70.95,60.02
31647,226.09,53.88
31648,59.97,21.08
31649,260.74,134.04
31650,79.37,20.5
31651,165.85,91.69
31652,96.17,84.14
31653,135.81,79.22
31654,73.85,22.38
31655,59.91,25.7
31656,119.91,139.5
31657,75.49,74.56
31658,127.74,64.14
31659,92.2,31.24
31660,58.68,21.4
31661,79.77,31.33
31662,78.81,51.36
31663,91.17,27.1
31664,74.28,50.64
31665,73.79,44.8
31666,67.73,38.36
31667,105.15,58.0
31668,61.78,18.79
31669,82.48,47.38
31670,87.48,45.86
31671,95.13,31.33
31672,53.22,19.63
31673,65.26,28.04
31674,74.79,30.61
31675,129.69,25.8
31676,72.4,42.55
31677,89.52,26.79
31678,120.1,84.4
31679,70.98,28.69
31680,136.93,50.69
31681,85.18,18.75
31682,56.77,24.47
31683,328.11,152.97
31684,59.69,22.74
31685,86.36,51.65
31686,58.0,21.06
31687,136.2,158.17
31688,57.55,31.41
31689,78.0,27.86
31690,110.19,130.65
31691,133.76,124.29
31692,97.88,32.94
31693,510.41,200.63
31694,193.66,26.39
31695,71.84,42.64
31696,98.13,46.03
31697,142.8,44.66
31698,131.66,60.88
31699,546.65,100.47
31700,94.41,69.45
31701,128.0,99.13
31702,169.22,104.23
31703,65.65,26.08
31704,150.15,40.63
31705,94.73,31.56
31706,48.34,14.12
31707,264.98,67.17
31708,117.78,69.66
31709,74.49,33.32
31710,50.87,16.95
31711,79.63,108.49
31712,82.95,34.0
31713,68.79,25.17
31714,757.43,319.4
31715,90.53,53.87
31716,90.68,126.77
31717,64.94,24.78
31718,96.66,24.08
31719,102.47,78.28
31720,204.02,233.37
31721,69.48,30.18
31722,81.56,40.25
31723,606.45,167.41
31724,123.11,85.13
31725,80.15,26.51
31726,75.25,40.97
31727,79.96,39.05
31728,75.54,48.86
31729,70.36,69.32
31730,127.25,107.61
31731,119.74,69.34
31732,73.36,51.67
31733,83.81,30.62
31734,1189.09,466.16
31735,176.43,37.51
31736,70.42,25.22
31737,84.01,50.12
31738,181.97,181.88
31739,104.0,175.38
31740,91.9,45.75
31741,95.34,89.48
31742,188.2,109.74
31743,245.22,48.91
31744,574.17,55.6
31745,82.9,52.09
31746,113.41,104.01
31747,121.57,50.75
31748,60.57,13.55
31749,113.48,100.93
31750,72.58,24.94
31751,101.37,40.58
31752,74.59,24.24
31753,71.08,26.19
31754,295.74,91.34
31755,75.36,32.76
31756,99.74,116.23
31757,81.99,40.53
31758,90.76,40.22
31759,141.12,42.32
31760,91.26,66.62
31761,69.86,29.74
31762,77.43,19.98
31763,63.08,20.11
31764,77.7,43.91
31765,107.67,50.03
31766,120.94,123.55
31767,112.8,42.07
31768,87.59,24.61
31769,86.09,31.89
31770,317.3,117.71
31771,92.19,48.09
31772,121.42,22.37
31773,106.21,25.41
31774,55.62,29.59
31775,86.61,33.3
31776,90.38,26.82
31777,85.9,55.82
31778,133.57,198.1
31779,84.27,36.12
31780,67.17,39.19
31781,373.23,128.31
31782,544.39,263.92
31783,201.57,79.74
31784,134.11,55.84
31785,110.86,43.84
31786,55.76,21.81
31787,46.55,17.4
31788,68.69,35.15
31789,72.38,26.2
31790,90.17,38.13
31791,71.69,19.98
31792,68.21,23.18
31793,127.03,18.89
31794,508.61,38.41
31795,66.19,17.95
31796,64.86,45.86
31797,57.72,18.46
31798,105.91,54.82
31799,74.54,33.12
31800,95.83,90.65
31801,70.9,17.97
31802,56.94,19.84
31803,82.36,46.71
31804,74.3,28.09
31805,79.25,14.67
31806,56.18,22.59
31807,87.23,75.3
31808,117.14,24.19
31809,64.01,40.05
31810,82.16,52.9
31811,187.48,119.82
31812,180.2,64.9
31813,78.3,40.23
31814,60.16,15.34
31815,82.16,30.54
31816,58.41,32.96
31817,81.39,40.28
31818,76.73,47.25
31819,73.07,36.06
31820,105.39,128.2
31821,315.11,62.21
31822,66.75,27.86
31823,98.58,31.95
31824,63.93,22.99
31825,389.87,75.03
31826,91.51,45.14
31827,74.35,39.88
31828,108.23,55.64
31829,64.96,32.11
31830,53.1,21.28
31831,124.38,183.04
31832,101.77,50.63
31833,81.27,27.13
31834,128.85,95.21
31835,49.35,19.74
31836,75.95,20.59
31837,73.17,36.91
31838,66.9,24.34
31839,228.26,126.41
31840,51.17,19.32
31841,38.69,8.28
31842,51.6,21.35
31843,143.37,33.07
31844,605.32,197.98
31845,65.53,20.6
31846,84.09,34.98
31847,44.96,13.18
31848,117.14,58.1
31849,119.23,93.55
31850,79.05,27.12
31851,108.88,41.5
31852,45.62,17.0
31853,65.65,26.08
31854,84.84,52.6
31855,133.35,22.06
31856,89.49,25.88
31857,144.16,153.64
31858,117.63,67.96
31859,74.52,61.1
31860,55.89,18.8
31861,108.94,37.86
31862,74.82,48.24
31863,92.45,41.94
31864,105.94,29.65
31865,56.94,24.29
31866,62.87,34.9
31867,95.22,70.39
31868,175.17,76.87
31869,120.4,60.41
31870,67.82,44.11
31871,83.86,55.7
31872,113.76,41.45
31873,71.57,18.27
31874,60.23,20.54
31875,49.52,19.25
31876,467.84,54.86
31877,381.94,129.61
31878,91.03,53.98
31879,134.28,95.88
31880,78.59,46.57
31881,136.68,110.14
31882,71.96,32.44
31883,66.9,34.12
31884,57.49,26.12
31885,70.92,21.92
31886,242.3,81.82
31887,53.2,14.0
31888,72.94,33.87
31889,61.35,37.9
31890,271.87,28.9
31891,174.95,103.69
31892,144.28,44.84
31893,135.31,118.59
31894,85.9,46.66
31895,66.02,22.78
31896,110.91,131.84
31897,49.69,12.91
31898,113.48,41.9
31899,106.82,79.94
31900,131.14,115.06
31901,104.33,80.49
31902,55.08,14.61
31903,67.5,43.01
31904,79.4,26.0
31905,86.72,54.36
31906,262.36,43.06
31907,72.21,27.27
31908,63.73,27.11
31909,207.69,62.98
31910,61.31,25.58
31911,88.26,49.79
31912,66.2,28.3
31913,60.53,33.83
31914,79.58,28.42
31915,66.21,29.95
31916,91.04,50.6
31917,85.17,63.32
31918,53.83,20.9
31919,147.37,162.74
31920,129.71,59.48
31921,217.18,26.32
31922,63.76,23.5
31923,101.99,60.31
31924,69.94,37.35
31925,88.92,42.1
31926,89.3,61.35
31927,105.36,157.93
31928,71.12,19.18
31929,104.91,35.26
31930,70.18,23.78
31931,104.96,58.06
31932,141.33,94.58
31933,67.54,22.22
31934,65.37,25.55
31935,54.67,19.87
31936,88.61,54.92
31937,130.15,96.98
31938,63.66,33.65
31939,115.95,134.71
31940,94.18,60.27
31941,120.74,88.17
31942,69.87,27.18
31943,104.06,184.74
31944,53.38,22.02
31945,64.61,40.84
31946,82.53,40.06
31947,227.54,47.28
31948,91.41,30.15
31949,54.06,13.85
31950,72.97,22.52
31951,65.68,24.8
31952,60.33,22.83
31953,121.6,58.94
31954,79.25,37.96
31955,91.43,75.15
31956,88.83,52.23
31957,58.05,16.96
31958,81.33,100.22
31959,765.78,87.02
31960,129.73,126.44
31961,53.39,15.48
31962,64.38,25.71
31963,70.39,25.98
31964,245.29,97.63
31965,67.94,28.99
31966,84.2,50.12
31967,353.28,75.83
31968,55.83,18.34
31969,106.79,50.7
31970,94.73,22.17
31971,395.06,118.62
31972,96.96,32.02
31973,69.31,48.23
31974,78.89,25.33
31975,51.63,15.39
31976,91.14,58.69
31977,138.37,149.34
31978,93.78,40.97
31979,179.79,101.34
31980,91.9,43.04
31981,89.89,36.44
31982,75.44,31.19
31983,58.4,15.45
31984,74.31,43.52
31985,211.03,161.15
31986,66.8,38.2
31987,81.82,35.5
31988,213.35,95.57
31989,80.41,45.46
31990,82.96,43.33
31991,58.94,15.9
31992,327.87,55.25
31993,96.38,41.04
31994,44.71,12.67
31995,68.7,37.02
31996,130.38,109.07
31997,71.72,30.49
31998,56.64,16.38
31999,198.49,85.52
32000,126.47,95.83
32001,84.6,39.16
32002,97.53,67.08
32003,44.21,13.42
32004,90.14,34.86
32005,44.3,12.11
32006,275.3,30.35
32007,124.03,61.16
32008,62.5,30.17
32009,63.55,48.23
32010,67.67,31.76
32011,46.21,12.53
32012,62.52,27.0
32013,56.26,29.78
32014,69.68,12.98
32015,55.96,23.99
32016,75.52,46.49
32017,84.76,64.3
32018,92.48,29.01
32019,61.92,24.75
32020,115.17,35.08
32021,127.16,127.92
32022,93.3,78.41
32023,79.56,108.18
32024,175.48,28.39
32025,115.96,136.92
32026,63.87,28.22
32027,65.36,47.97
32028,97.41,15.8
32029,87.31,58.03
32030,112.4,39.8
32031,62.89,24.9
32032,52.83,15.06
32033,93.91,53.39
32034,67.79,31.37
32035,97.53,92.46
32036,71.76,27.36
32037,113.96,25.5
32038,75.51,45.03
32039,479.65,55.33
32040,74.64,19.57
32041,85.61,53.45
32042,63.62,41.94
32043,91.37,55.08
32044,92.9,30.08
32045,271.74,32.07
32046,58.95,17.86
32047,54.1,21.18
32048,108.63,57.35
32049,120.89,75.72
32050,81.14,60.08
32051,83.51,39.03
32052,53.36,15.48
32053,74.82,31.51
32054,114.69,123.13
32055,75.82,46.75
32056,272.36,69.9
32057,53.19,12.4
32058,218.19,198.49
32059,420.03,103.22
32060,66.93,40.76
32061,62.22,25.33
32062,66.23,27.14
32063,51.93,21.25
32064,103.52,80.27
32065,93.52,37.46
32066,122.13,44.38
32067,292.95,69.55
32068,102.71,47.49
32069,101.08,115.11
32070,95.58,85.36
32071,114.07,106.68
32072,125.11,139.18
32073,87.21,67.42
32074,75.33,42.01
32075,55.33,24.27
32076,59.68,40.92
32077,80.81,78.9
32078,77.52,28.18
32079,89.1,104.07
32080,71.62,37.33
32081,76.78,50.16
32082,91.63,63.4
32083,77.55,31.56
32084,111.11,83.51
32085,123.77,79.06
32086,764.52,81.29
32087,67.19,29.74
32088,66.41,42.64
32089,64.56,39.62
32090,77.01,63.07
32091,59.42,26.23
32092,85.25,70.36
32093,105.34,88.54
32094,85.03,37.8
32095,145.58,61.32
32096,68.63,28.07
32097,100.51,53.99
32098,405.43,33.59
32099,196.38,38.21
32100,48.75,14.63
32101,54.02,17.63
32102,89.87,27.04
32103,67.84,43.26
32104,87.19,14.49
32105,119.47,135.07
32106,85.23,62.35
32107,104.6,51.81
32108,57.17,14.1
32109,92.2,29.72
32110,64.74,30.69
32111,137.29,81.04
32112,69.18,37.12
32113,107.17,49.52
32114,89.71,41.81
32115,80.15,39.23
32116,69.75,42.52
32117,49.68,19.56
32118,408.79,46.6
32119,63.39,27.35
32120,92.81,19.4
32121,92.85,19.87
32122,67.71,17.76
32123,95.61,55.64
32124,58.84,33.99
32125,45.62,17.32
32126,131.58,31.99
32127,139.43,179.7
32128,57.82,25.15
32129,76.09,25.95
32130,72.0,49.53
32131,63.33,20.54
32132,68.41,29.72
32133,57.61,25.19
32134,80.7,83.83
32135,202.33,169.17
32136,93.36,100.97
32137,69.03,29.12
32138,90.34,64.63
32139,316.98,65.03
32140,94.24,28.91
32141,88.07,62.89
32142,111.54,30.04
32143,62.21,34.99
32144,97.3,59.27
32145,79.05,49.01
32146,205.96,48.39
32147,88.47,80.86
32148,93.63,43.62
32149,259.04,38.72
32150,82.35,73.59
32151,49.71,20.49
32152,119.62,99.08
32153,54.76,22.13
32154,91.58,28.62
32155,84.8,32.12
32156,60.87,22.02
32157,238.7,38.98
32158,288.03,123.28
32159,134.18,22.82
32160,71.73,22.12
32161,591.94,59.16
32162,91.67,67.14
32163,71.01,31.91
32164,128.25,30.1
32165,96.98,43.12
32166,120.03,34.78
32167,86.51,41.1
32168,103.29,97.77
32169,64.23,30.26
32170,115.69,84.57
32171,91.31,57.92
32172,90.57,62.9
32173,53.98,22.96
32174,87.26,26.11
32175,100.65,39.43
32176,46.5,14.43
32177,63.77,50.67
32178,57.38,18.54
32179,106.71,164.15
32180,377.73,103.38
32181,78.18,67.99
32182,60.79,24.8
32183,56.14,14.07
32184,83.55,19.71
32185,58.1,21.74
32186,59.72,26.08
32187,82.57,41.78
32188,60.38,32.6
32189,102.77,47.41
32190,68.92,36.7
32191,78.11,34.93
32192,74.1,48.99
32193,114.48,148.25
32194,47.84,17.65
32195,111.75,63.8
32196,207.31,135.65
32197,120.5,73.72
32198,96.97,50.58
32199,137.74,72.4
32200,417.17,61.7
32201,89.1,47.96
32202,106.69,67.91
32203,57.38,24.9
32204,88.34,54.46
32205,62.09,26.92
32206,73.85,22.38
32207,604.8,80.34
32208,199.08,37.98
32209,87.31,39.73
32210,101.44,45.06
32211,251.11,148.79
32212,47.39,17.64
32213,197.21,121.19
32214,69.33,28.55
32215,73.0,32.67
32216,65.94,27.58
32217,99.69,46.04
32218,146.04,43.52
32219,92.11,57.83
32220,61.86,35.45
32221,67.82,28.12
32222,115.74,88.63
32223,104.72,135.2
32224,97.38,41.22
32225,76.91,31.14
32226,78.72,52.73
32227,102.2,35.29
32228,60.36,22.06
32229,64.39,24.4
32230,64.04,26.44
32231,87.3,72.54
32232,134.66,28.03
32233,169.64,23.79
32234,68.71,62.7
32235,318.35,53.22
32236,67.14,44.63
32237,75.62,45.65
32238,72.97,23.55
32239,235.19,49.39
32240,84.25,38.25
32241,53.59,20.67
32242,88.39,83.99
32243,346.27,227.13
32244,161.41,99.47
32245,334.69,107.93
32246,99.78,54.34
32247,53.37,14.65
32248,101.4,34.69
32249,114.86,38.87
32250,77.39,52.86
32251,71.72,23.61
32252,75.0,32.92
32253,93.83,67.08
32254,86.86,47.33
32255,88.59,57.45
32256,80.99,32.59
32257,787.76,78.23
32258,86.08,41.3
32259,64.37,28.17
32260,82.85,51.51
32261,67.75,28.49
32262,89.26,79.34
32263,76.68,35.04
32264,65.39,26.8
32265,63.68,32.56
32266,129.44,78.79
32267,94.38,28.34
32268,73.22,28.24
32269,97.43,42.2
32270,84.94,43.4
32271,1689.59,84.51
32272,87.01,85.92
32273,104.98,87.4
32274,67.82,25.38
32275,109.29,75.31
32276,63.25,27.77
32277,51.48,20.03
32278,127.41,28.5
32279,77.49,46.05
32280,69.4,38.06
32281,113.32,39.33
32282,118.15,191.29
32283,49.46,15.39
32284,70.99,33.23
32285,80.09,27.89
32286,100.13,52.13
32287,95.92,34.03
32288,108.03,131.71
32289,94.61,81.06
32290,86.09,32.23
32291,70.4,24.9
32292,102.92,100.14
32293,89.72,91.45
32294,391.21,126.68
32295,72.46,25.62
32296,86.95,24.74
32297,62.0,15.57
32298,366.88,90.99
32299,50.65,18.8
32300,132.89,113.82
32301,93.44,55.49
32302,98.82,43.36
32303,76.68,49.91
32304,60.44,27.44
32305,109.68,74.85
32306,59.84,24.17
32307,136.21,90.64
32308,296.44,106.56
32309,83.87,57.26
32310,78.19,33.68
32311,69.72,43.28
32312,57.87,21.94
32313,315.22,52.96
32314,60.33,25.71
32315,63.83,13.77
32316,54.51,21.04
32317,74.23,35.56
32318,73.35,30.33
32319,70.7,30.21
32320,110.07,26.72
32321,84.33,36.1
32322,205.0,61.63
32323,81.91,31.68
32324,94.99,23.84
32325,64.14,14.83
32326,82.58,35.04
32327,107.71,30.49
32328,51.46,15.58
32329,235.13,58.6
32330,67.75,24.67
32331,116.38,47.13
32332,78.46,45.45
32333,87.84,52.4
32334,58.75,16.39
32335,72.13,23.68
32336,89.99,52.52
32337,57.41,15.86
32338,75.22,39.56
32339,98.21,69.2
32340,88.55,26.06
32341,74.36,44.79
32342,70.55,25.23
32343,60.11,17.38
32344,90.38,61.46
32345,73.07,66.03
32346,56.82,20.31
32347,103.36,32.08
32348,84.38,33.62
32349,54.66,24.02
32350,56.84,16.49
32351,145.26,138.73
32352,71.5,29.94
32353,52.52,21.8
32354,378.62,151.27
32355,108.46,151.43
32356,72.45,57.06
32357,54.46,15.16
32358,242.79,56.19
32359,75.53,30.7
32360,178.48,260.23
32361,56.92,32.75
32362,83.59,31.56
32363,124.39,55.4
32364,214.61,126.62
32365,97.19,47.39
32366,54.35,16.81
32367,139.33,70.3
32368,83.01,54.12
32369,84.09,32.61
32370,94.16,22.79
32371,142.24,109.13
32372,53.75,22.25
32373,74.67,24.84
32374,109.22,110.34
32375,71.82,47.05
32376,165.3,54.84
32377,119.96,11.52
32378,90.74,56.97
32379,93.31,69.37
32380,111.28,43.63
32381,91.73,24.3
32382,64.88,16.22
32383,164.23,96.73
32384,78.06,63.77
32385,360.46,75.09
32386,59.06,21.05
32387,78.23,35.73
32388,88.91,29.73
32389,69.24,28.58
32390,86.96,21.3
32391,83.75,95.9
32392,343.92,70.64
32393,99.11,34.58
32394,99.59,125.31
32395,55.56,14.02
32396,157.6,71.97
32397,106.69,88.07
32398,99.48,77.34
32399,255.91,123.79
32400,91.27,71.48
32401,83.6,43.92
32402,106.68,52.55
32403,107.16,46.74
32404,60.17,17.65
32405,118.11,39.06
32406,177.26,136.81
32407,71.91,28.63
32408,61.08,27.28
32409,485.02,112.08
32410,88.08,33.87
32411,88.21,68.04
32412,114.15,57.01
32413,59.37,20.96
32414,63.6,27.06
32415,67.24,19.75
32416,101.6,22.24
32417,105.02,24.86
32418,106.9,58.98
32419,89.07,69.32
32420,101.88,81.76
32421,119.13,51.22
32422,62.01,32.91
32423,60.39,28.39
32424,82.66,48.6
32425,96.65,38.3
32426,59.55,25.62
32427,67.15,26.04
32428,85.47,48.18
32429,68.65,27.46
32430,120.7,80.97
32431,105.39,109.05
32432,95.65,25.86
32433,91.32,105.48
32434,106.04,66.97
32435,213.03,74.81
32436,56.86,22.62
32437,105.32,79.89
32438,79.78,82.08
32439,317.47,50.07
32440,76.43,42.68
32441,131.15,100.11
32442,81.6,59.01
32443,109.66,61.48
32444,55.85,20.14
32445,255.32,28.58
32446,953.74,185.11
32447,68.21,25.64
32448,404.98,38.1
32449,90.08,54.59
32450,52.11,19.67
32451,107.02,49.32
32452,47.96,18.1
32453,295.35,143.84
32454,60.87,18.12
32455,123.79,76.85
32456,77.06,24.7
32457,81.36,53.37
32458,74.23,43.78
32459,475.28,178.14
32460,55.63,29.29
32461,92.2,55.04
32462,189.98,37.8
32463,108.58,87.93
32464,75.03,29.28
32465,307.05,165.96
32466,91.89,59.38
32467,103.82,62.19
32468,78.95,45.85
32469,98.72,36.33
32470,68.38,17.28
32471,54.55,21.51
32472,93.77,64.65
32473,180.38,50.94
32474,80.08,44.73
32475,62.27,23.24
32476,129.54,71.87
32477,63.02,20.09
32478,90.48,101.95
32479,109.84,29.29
32480,57.42,17.85
32481,151.91,46.49
32482,62.13,14.69
32483,94.06,31.19
32484,140.86,60.42
32485,64.13,25.92
32486,98.1,39.23
32487,113.04,52.52
32488,53.26,22.59
32489,98.94,87.21
32490,62.25,16.13
32491,71.26,35.59
32492,81.15,65.89
32493,77.61,34.2
32494,51.6,21.34
32495,105.76,71.76
32496,62.83,22.49
32497,65.28,16.85
32498,68.61,25.31
32499,92.03,28.86
32500,60.89,23.45
32501,238.11,61.23
32502,56.73,23.0
32503,52.52,14.74
32504,136.01,31.13
32505,57.67,21.46
32506,68.84,20.51
32507,69.88,35.14
32508,69.1,40.2
32509,75.69,37.33
32510,99.27,37.56
32511,66.38,29.81
32512,253.04,120.15
32513,79.28,30.24
32514,76.51,48.42
32515,66.7,32.82
32516,115.99,52.53
32517,123.87,41.7
32518,45.25,13.26
32519,72.31,66.18
32520,133.8,63.22
32521,50.15,18.97
32522,86.08,19.83
32523,187.74,52.16
32524,59.81,14.9
32525,123.48,25.31
32526,177.81,41.52
32527,254.62,100.85
32528,80.86,33.47
32529,127.78,54.37
32530,103.27,66.47
32531,115.56,37.74
32532,67.15,27.71
32533,285.86,52.74
32534,63.14,28.44
32535,105.44,39.94
32536,99.68,67.02
32537,110.81,60.59
32538,71.11,33.78
32539,56.61,25.02
32540,107.97,63.52
32541,483.41,152.08
32542,129.65,65.76
32543,114.83,69.35
32544,66.37,20.19
32545,91.43,42.07
32546,70.97,23.71
32547,298.81,98.82
32548,88.15,14.3
32549,205.03,41.08
32550,174.48,27.58
32551,94.97,71.39
32552,70.54,39.05
32553,56.55,24.98
32554,75.68,33.24
32555,61.86,18.69
32556,81.85,73.15
32557,139.06,123.2
32558,76.36,28.56
32559,76.64,25.35
32560,121.98,122.53
32561,98.5,76.9
32562,112.25,83.45
32563,64.91,22.38
32564,382.99,111.05
32565,63.71,23.49
32566,128.57,62.7
32567,105.2,42.91
32568,68.79,40.44
32569,70.15,43.09
32570,134.62,78.59
32571,73.79,24.92
32572,94.15,69.04
32573,483.69,78.85
32574,119.41,100.3
32575,213.8,19.18
32576,97.7,32.62
32577,57.43,26.92
32578,106.18,23.09
32579,109.06,36.93
32580,59.54,25.37
32581,89.31,39.47
32582,117.05,73.83
32583,116.75,35.47
32584,88.45,77.9
32585,89.44,46.25
32586,83.58,35.53
32587,125.51,252.0
32588,59.21,14.76
32589,1324.45,50.28
32590,76.08,35.91
32591,46.01,13.66
32592,97.35,15.77
32593,139.19,96.45
32594,58.93,21.88
32595,122.68,69.2
32596,67.34,19.65
32597,74.58,28.05
32598,98.9,35.46
32599,123.45,59.69
32600,117.64,246.26
32601,96.61,25.84
32602,89.26,90.72
32603,83.14,20.23
32604,104.36,84.22
32605,86.68,24.61
32606,120.18,76.53
32607,84.46,38.6
32608,93.99,50.78
32609,82.52,75.64
32610,129.91,58.98
32611,106.13,213.22
32612,101.09,85.47
32613,75.02,66.23
32614,55.71,22.1
32615,154.87,21.02
32616,72.98,34.35
32617,67.58,19.18
32618,52.54,20.49
32619,73.04,45.39
32620,84.09,43.89
32621,109.25,39.94
32622,74.09,47.27
32623,133.35,34.98
32624,110.43,61.1
32625,44.6,13.01
32626,84.01,64.76
32627,65.37,24.69
32628,133.29,97.67
32629,80.48,29.98
32630,71.82,31.45
32631,57.81,32.99
32632,76.14,63.68
32633,309.83,39.46
32634,129.64,79.26
32635,82.58,79.71
32636,56.66,23.66
32637,84.77,32.61
32638,84.13,22.92
32639,150.91,77.12
32640,260.55,132.79
32641,65.03,15.67
32642,46.89,11.39
32643,108.57,233.22
32644,122.84,44.07
32645,40.81,11.7
32646,64.67,20.98
32647,132.21,162.34
32648,103.54,36.15
32649,227.73,154.26
32650,124.09,250.19
32651,55.04,22.59
32652,53.46,18.7
32653,192.64,33.46
32654,198.16,62.24
32655,54.73,18.7
32656,91.84,28.35
32657,79.58,45.76
32658,80.5,74.61
32659,275.23,41.8
32660,102.62,38.15
32661,96.25,43.2
32662,114.18,75.19
32663,88.33,81.49
32664,206.25,137.56
32665,121.94,64.34
32666,81.81,38.49
32667,73.31,58.49
32668,90.04,36.69
32669,59.02,25.29
32670,128.59,39.71
32671,65.41,40.15
32672,230.16,426.83
32673,74.54,31.95
32674,171.51,35.13
32675,78.42,49.74
32676,110.05,24.85
32677,56.82,24.75
32678,65.75,28.43
32679,51.11,13.04
32680,99.23,73.74
32681,393.95,128.77
32682,415.7,58.96
32683,128.71,141.18
32684,88.36,68.33
32685,104.66,36.63
32686,84.61,50.08
32687,49.54,12.49
32688,64.6,38.0
32689,94.78,65.05
32690,124.4,109.36
32691,75.7,75.44
32692,103.26,30.68
32693,99.72,55.53
32694,64.79,25.36
32695,63.84,30.44
32696,113.35,59.65
32697,73.89,40.34
32698,69.46,19.5
32699,78.45,55.55
32700,95.33,37.48
32701,87.21,67.42
32702,85.74,53.66
32703,75.33,42.01
32704,112.58,40.52
32705,76.06,40.25
32706,97.96,58.04
32707,178.4,110.23
32708,97.43,41.87
32709,136.22,34.94
32710,136.52,165.71
32711,72.62,42.04
32712,98.27,25.47
32713,54.22,19.13
32714,74.72,10.51
32715,760.59,103.21
32716,60.71,17.77
32717,88.92,42.51
32718,114.75,46.15
32719,84.03,56.24
32720,87.84,87.43
32721,61.94,21.9
32722,56.75,16.44
32723,76.11,31.3
32724,114.74,103.08
32725,68.33,29.21
32726,115.07,101.54
32727,59.33,26.26
32728,75.71,40.23
32729,65.35,26.13
32730,131.72,179.64
32731,64.39,28.29
32732,170.07,136.9
32733,84.15,29.99
32734,133.62,116.64
32735,60.83,16.69
32736,136.18,18.55
32737,52.88,22.47
32738,102.65,92.07
32739,210.25,68.94
32740,98.18,83.78
32741,482.12,78.53
32742,90.09,108.72
32743,99.81,30.52
32744,68.04,25.47
32745,104.44,106.13
32746,80.68,77.0
32747,71.47,60.94
32748,82.84,36.23
32749,100.8,82.2
32750,156.1,61.17
32751,66.2,16.27
32752,59.48,20.53
32753,72.39,42.48
32754,196.74,100.52
32755,104.46,75.1
32756,119.56,55.6
32757,68.03,27.67
32758,76.9,32.99
32759,78.0,33.43
32760,49.94,14.76
32761,58.44,30.91
32762,186.04,68.25
32763,117.19,75.48
32764,72.69,43.95
32765,124.29,13.24
32766,130.41,66.9
32767,210.31,73.29
32768,73.39,49.07
32769,62.54,23.91
32770,66.6,28.84
32771,179.03,146.1
32772,306.03,29.98
32773,291.07,45.94
32774,107.36,72.42
32775,182.23,117.99
32776,239.61,66.72
32777,104.34,158.35
32778,107.72,182.16
32779,81.17,28.17
32780,84.21,38.63
32781,69.44,20.24
32782,97.16,27.39
32783,80.03,49.0
32784,110.49,86.29
32785,63.12,13.95
32786,382.99,64.96
32787,72.81,37.31
32788,283.6,35.28
32789,81.35,41.23
32790,96.92,32.55
32791,85.3,87.37
32792,283.54,103.42
32793,51.48,11.92
32794,69.14,21.11
32795,89.28,20.62
32796,193.56,33.52
32797,58.77,32.99
32798,162.63,74.56
32799,75.22,27.53
32800,77.79,39.21
32801,111.29,47.34
32802,108.81,127.86
32803,65.49,40.54
32804,97.15,36.65
32805,279.22,43.23
32806,87.29,59.04
32807,49.6,8.25
32808,76.37,31.03
32809,77.55,28.36
32810,170.25,143.62
32811,219.79,68.78
32812,75.74,52.15
32813,73.2,39.07
32814,59.94,13.68
32815,209.12,51.24
32816,68.81,40.44
32817,752.17,43.41
32818,70.2,28.72
32819,114.59,34.0
32820,62.39,18.6
32821,51.33,13.03
32822,93.51,16.65
32823,51.79,10.68
32824,51.59,19.5
32825,66.21,45.04
32826,106.74,44.87
32827,43.07,11.87
32828,62.37,40.61
32829,153.18,133.54
32830,91.58,54.9
32831,77.86,34.62
32832,125.8,127.82
32833,87.67,60.74
32834,287.19,44.83
