,aRarity,mRarity
28830,3.92,0.51
28831,5.78,0.42
28832,6.19,0.42
28833,6.26,0.41
28834,9.36,0.81
28835,9.03,0.77
28836,9.78,0.66
28837,4.63,0.45
28838,15.39,0.8
28839,7.65,0.55
28840,7.31,0.54
28841,6.68,0.38
28842,9.0,0.53
28843,50.34,0.83
28844,20.02,0.55
28845,12.09,0.67
28846,5.96,0.61
28847,7.58,0.61
28848,5.69,0.39
28849,8.68,0.63
28850,6.11,0.35
28851,18.5,0.94
28852,11.72,0.62
28853,7.48,0.85
28854,8.74,0.66
28855,6.97,0.44
28856,6.65,0.45
28857,7.87,0.54
28858,11.91,0.84
28859,6.25,0.5
28860,5.77,0.39
28861,12.26,0.64
28862,7.35,0.54
28863,6.0,0.46
28864,6.43,0.43
28865,7.22,0.52
28866,7.93,0.46
28867,13.98,0.78
28868,9.62,0.8
28869,12.19,0.64
28870,7.35,0.55
28871,6.42,0.58
28872,5.59,0.54
28873,11.61,0.6
28874,6.76,0.48
28875,7.68,0.39
28876,5.84,0.34
28877,18.03,0.98
28878,13.26,1.17
28879,13.72,0.66
28880,7.47,0.44
28881,29.54,1.14
28882,7.4,0.52
28883,5.97,0.42
28884,5.74,0.43
28885,11.34,0.53
28886,14.94,0.72
28887,6.07,0.44
28888,6.77,0.39
28889,8.88,0.61
28890,9.03,0.45
28891,13.15,0.67
28892,6.53,0.68
28893,8.86,0.58
28894,10.99,0.54
28895,7.29,0.43
28896,13.23,0.92
28897,6.5,0.55
28898,7.08,0.51
28899,9.9,0.5
28900,7.75,0.44
28901,7.6,0.59
28902,5.71,0.44
28903,7.6,0.47
28904,11.13,0.69
28905,11.46,0.92
28906,9.36,0.4
28907,27.31,0.7
28908,10.57,0.62
28909,6.92,0.48
28910,16.52,0.87
28911,6.95,0.51
28912,4.52,0.43
28913,23.2,0.73
28914,5.94,0.52
28915,8.49,0.5
28916,10.26,0.54
28917,10.31,0.53
28918,6.3,0.46
28919,489.57,2.21
28920,6.95,0.44
28921,10.39,0.53
28922,11.45,0.8
28923,6.93,0.46
28924,20.74,1.46
28925,86.03,0.94
28926,6.73,0.51
28927,6.7,0.4
28928,9.33,0.65
28929,7.33,0.49
28930,11.7,0.75
28931,16.99,0.63
28932,9.24,0.59
28933,8.23,0.48
28934,16.79,0.75
28935,5.93,0.43
28936,5.92,0.48
28937,19.31,1.01
28938,8.79,0.63
28939,5.99,0.48
28940,7.83,0.47
28941,72.39,0.97
28942,6.21,0.35
28943,10.87,0.67
28944,6.75,0.48
28945,9.18,0.7
28946,8.52,0.5
28947,6.03,0.37
28948,8.14,0.43
28949,15.63,0.85
28950,9.82,0.76
28951,6.58,0.74
28952,5.93,0.35
28953,47.86,1.21
28954,6.6,0.57
28955,10.98,0.86
28956,7.35,0.44
28957,11.5,0.65
28958,5.72,0.46
28959,11.22,0.51
28960,13.18,0.93
28961,5.64,0.26
28962,14.22,0.6
28963,11.73,0.74
28964,7.37,0.48
28965,8.55,0.45
28966,10.28,0.7
28967,8.9,0.55
28968,5.43,0.53
28969,29.74,1.42
28970,10.61,0.62
28971,10.79,0.61
28972,8.63,0.52
28973,9.89,0.61
28974,7.16,0.46
28975,24.1,0.75
28976,9.57,0.72
28977,6.03,0.46
28978,14.48,0.65
28979,8.24,0.61
28980,8.59,0.71
28981,6.34,0.44
28982,9.08,0.7
28983,4.59,0.41
28984,8.14,0.5
28985,8.7,0.61
28986,16.66,0.98
28987,6.87,0.43
28988,4.85,0.33
28989,20.48,1.08
28990,12.12,0.76
28991,9.27,0.49
28992,27.99,1.27
28993,38.22,1.26
28994,8.54,0.42
28995,7.97,0.54
28996,8.5,0.8
28997,38.15,0.96
28998,7.4,0.46
28999,22.96,1.24
29000,12.97,0.93
29001,8.26,0.54
29002,5.45,0.44
29003,8.55,0.51
29004,50.89,1.09
29005,14.45,1.03
29006,31.6,0.7
29007,7.12,0.62
29008,14.91,0.92
29009,6.44,0.4
29010,19.57,0.63
29011,11.75,0.86
29012,25.14,1.85
29013,7.68,0.41
29014,6.56,0.35
29015,5.49,0.48
29016,5.25,0.35
29017,15.66,0.92
29018,6.69,0.6
29019,38.42,1.18
29020,6.9,0.43
29021,10.22,0.64
29022,19.17,0.9
29023,16.08,1.11
29024,11.12,0.6
29025,10.05,0.63
29026,8.25,0.63
29027,5.46,0.36
29028,10.62,0.63
29029,21.67,0.68
29030,8.14,0.38
29031,6.87,0.44
29032,6.64,0.42
29033,7.25,0.55
29034,6.9,0.35
29035,10.36,1.08
29036,7.79,0.6
29037,6.71,0.38
29038,8.06,0.5
29039,9.51,0.5
29040,8.88,0.6
29041,6.66,0.53
29042,11.35,0.8
29043,12.63,0.67
29044,5.73,0.43
29045,5.99,0.5
29046,13.78,0.9
29047,6.4,0.44
29048,5.66,0.41
29049,16.08,0.6
29050,7.04,0.63
29051,32.77,1.21
29052,7.06,0.41
29053,12.1,0.68
29054,7.52,0.64
29055,10.07,0.72
29056,6.86,0.5
29057,10.84,0.6
29058,7.43,0.45
29059,9.84,0.65
29060,7.28,0.44
29061,5.62,0.44
29062,50.74,1.02
29063,7.02,0.43
29064,13.05,0.39
29065,11.0,0.68
29066,6.78,0.33
29067,15.17,1.59
29068,6.28,0.53
29069,34.18,0.93
29070,6.16,0.33
29071,9.13,0.64
29072,39.34,0.73
29073,5.56,0.43
29074,5.3,0.29
29075,39.2,0.98
29076,9.53,0.56
29077,11.52,0.83
29078,9.81,0.86
29079,13.37,0.79
29080,7.23,0.36
29081,9.61,0.56
29082,8.76,0.59
29083,7.65,0.67
29084,14.06,0.66
29085,7.88,0.6
29086,8.94,0.55
29087,18.77,0.85
29088,5.92,0.39
29089,6.17,0.35
29090,16.63,0.85
29091,6.21,0.37
29092,5.71,0.33
29093,7.71,0.75
29094,6.22,0.44
29095,6.47,0.41
29096,6.53,0.49
29097,12.56,0.59
29098,5.65,0.38
29099,5.32,0.38
29100,9.02,0.62
29101,8.05,0.45
29102,5.49,0.38
29103,6.08,0.39
29104,11.07,0.52
29105,5.91,0.26
29106,36.06,0.89
29107,10.46,0.7
29108,15.37,0.62
29109,12.01,0.78
29110,6.87,0.45
29111,25.98,1.07
29112,9.16,0.61
29113,4.54,0.39
29114,5.99,0.46
29115,9.27,0.92
29116,9.63,0.53
29117,20.88,0.61
29118,6.07,0.36
29119,5.25,0.36
29120,6.6,0.33
29121,6.39,0.53
29122,4.98,0.38
29123,7.78,0.51
29124,18.37,1.19
29125,23.05,2.08
29126,13.94,0.9
29127,8.68,0.55
29128,10.99,0.62
29129,7.75,0.71
29130,10.1,0.72
29131,12.45,0.67
29132,9.0,0.51
29133,4.95,0.34
29134,8.55,0.66
29135,5.46,0.36
29136,5.78,0.3
29137,17.54,0.59
29138,5.85,0.49
29139,10.32,0.67
29140,5.98,0.37
29141,5.05,0.31
29142,7.52,0.46
29143,8.79,0.52
29144,8.8,0.67
29145,9.43,0.44
29146,10.87,0.86
29147,6.09,0.42
29148,4.21,0.37
29149,12.14,0.65
29150,9.09,0.49
29151,6.15,0.42
29152,8.8,0.61
29153,10.65,0.79
29154,6.21,0.39
29155,11.93,0.88
29156,9.97,0.5
29157,13.39,0.57
29158,7.59,0.63
29159,9.24,0.58
29160,13.35,0.68
29161,7.79,0.42
29162,11.62,0.79
29163,15.22,0.94
29164,9.84,0.66
29165,6.26,0.52
29166,14.0,0.58
29167,11.36,0.9
29168,18.49,0.64
29169,5.41,0.54
29170,34.08,1.11
29171,10.47,0.56
29172,13.1,0.52
29173,10.64,0.62
29174,9.26,0.56
29175,8.31,0.51
29176,26.25,1.08
29177,21.95,0.67
29178,6.42,0.48
29179,20.38,1.02
29180,9.54,0.53
29181,8.96,0.58
29182,6.71,0.46
29183,8.18,0.5
29184,5.82,0.45
29185,9.55,0.56
29186,23.46,0.95
29187,10.86,0.68
29188,14.4,0.98
29189,19.05,1.27
29190,8.98,0.5
29191,11.41,0.78
29192,9.69,0.46
29193,17.09,0.73
29194,4.79,0.33
29195,11.2,0.61
29196,7.34,0.44
29197,10.55,0.54
29198,9.02,0.53
29199,10.44,0.63
29200,9.73,0.61
29201,6.94,0.29
29202,12.91,0.78
29203,8.33,0.61
29204,21.26,1.08
29205,28.91,1.07
29206,8.78,0.71
29207,6.15,0.44
29208,9.9,0.32
29209,8.79,0.55
29210,8.15,0.9
29211,6.74,0.44
29212,14.71,0.68
29213,19.52,1.05
29214,5.65,0.41
29215,5.06,0.25
29216,19.26,1.1
29217,10.84,0.65
29218,5.81,0.39
29219,17.99,0.84
29220,7.16,0.43
29221,32.33,1.2
29222,8.22,0.57
29223,8.73,0.46
29224,6.64,0.53
29225,4.2,0.31
29226,6.0,0.46
29227,5.89,0.48
29228,21.95,0.93
29229,4.88,0.33
29230,6.25,0.4
29231,5.6,0.59
29232,9.94,0.62
29233,6.23,0.32
29234,28.83,0.66
29235,7.7,0.48
29236,4.98,0.35
29237,52.04,0.8
29238,29.4,0.77
29239,24.67,1.59
29240,11.98,0.66
29241,7.19,0.42
29242,6.17,0.46
29243,17.53,1.08
29244,4.73,0.31
29245,6.45,0.43
29246,6.18,0.35
29247,7.09,0.54
29248,6.69,0.42
29249,5.87,0.57
29250,6.11,0.59
29251,5.95,0.59
29252,6.31,0.28
29253,8.72,0.52
29254,7.91,0.42
29255,7.68,0.39
29256,9.13,0.51
29257,6.98,0.33
29258,12.65,0.7
29259,7.48,0.39
29260,11.37,0.57
29261,48.22,1.54
29262,5.52,0.29
29263,6.32,0.35
29264,8.04,0.39
29265,20.56,0.66
29266,7.47,0.55
29267,12.31,0.86
29268,5.3,0.39
29269,7.22,0.54
29270,8.72,0.5
29271,11.13,0.62
29272,9.53,0.58
29273,7.21,0.64
29274,9.55,0.82
29275,5.86,0.38
29276,9.49,0.51
29277,7.75,0.58
29278,4.84,0.47
29279,9.04,0.71
29280,43.45,1.29
29281,8.68,0.53
29282,69.92,0.98
29283,7.65,0.46
29284,7.65,0.39
29285,6.87,0.58
29286,7.94,0.42
29287,10.01,0.58
29288,6.55,0.7
29289,6.45,0.68
29290,6.44,0.45
29291,9.71,0.82
29292,9.36,0.67
29293,5.14,0.47
29294,8.17,0.53
29295,9.0,0.6
29296,5.24,0.37
29297,7.29,0.5
29298,5.78,0.42
29299,9.56,0.64
29300,7.5,0.4
29301,7.47,0.6
29302,5.37,0.36
29303,9.39,0.63
29304,9.94,0.84
29305,23.15,0.99
29306,11.84,0.5
29307,53.03,1.28
29308,15.36,1.16
29309,6.99,0.44
29310,18.43,0.89
29311,5.72,0.36
29312,7.67,0.49
29313,8.75,0.4
29314,11.37,0.62
29315,7.65,0.45
29316,8.3,0.54
29317,19.94,0.96
29318,9.84,0.63
29319,56.94,0.86
29320,9.54,0.63
29321,12.19,0.69
29322,7.71,0.47
29323,10.47,0.58
29324,13.17,0.79
29325,23.61,0.63
29326,18.37,0.81
29327,5.72,0.43
29328,7.8,0.5
29329,5.85,0.58
29330,8.22,0.68
29331,9.07,0.68
29332,12.65,0.79
29333,7.8,0.66
29334,5.21,0.52
29335,22.04,0.78
29336,7.69,0.49
29337,7.44,0.48
29338,15.62,1.04
29339,6.7,0.52
29340,11.6,0.85
29341,10.7,0.53
29342,8.96,0.43
29343,5.85,0.43
29344,10.7,0.87
29345,37.03,1.16
29346,9.75,0.44
29347,11.13,0.89
29348,10.57,0.87
29349,10.98,0.88
29350,8.56,0.6
29351,6.71,0.41
29352,50.73,1.15
29353,6.38,0.27
29354,5.24,0.53
29355,24.18,0.8
29356,8.36,0.5
29357,8.16,0.59
29358,9.49,0.38
29359,16.54,0.75
29360,11.06,0.57
29361,7.48,0.45
29362,5.24,0.38
29363,5.04,0.36
29364,8.08,0.53
29365,11.32,0.87
29366,27.37,0.68
29367,11.01,0.76
29368,8.21,0.44
29369,14.84,0.74
29370,8.38,0.53
29371,7.13,0.43
29372,5.98,0.35
29373,6.94,0.47
29374,26.65,1.13
29375,8.95,0.66
29376,10.69,0.82
29377,36.73,1.13
29378,7.73,0.54
29379,17.82,0.91
29380,5.09,0.24
29381,8.52,0.58
29382,9.95,0.5
29383,9.38,0.61
29384,13.94,0.7
29385,15.62,0.88
29386,17.69,0.94
29387,7.48,0.58
29388,11.22,0.72
29389,15.98,1.39
29390,11.43,0.62
29391,5.82,0.49
29392,7.65,0.6
29393,10.45,0.51
29394,12.06,1.01
29395,6.16,0.62
29396,6.58,0.41
29397,10.72,0.78
29398,9.39,0.77
29399,5.09,0.43
29400,5.84,0.33
29401,11.86,0.69
29402,4.93,0.49
29403,5.63,0.47
29404,7.93,0.47
29405,9.99,0.7
29406,8.8,0.66
29407,7.62,0.4
29408,6.06,0.47
29409,6.71,0.41
29410,8.84,0.34
29411,9.4,0.75
29412,6.79,0.63
29413,5.55,0.4
29414,6.44,0.49
29415,10.36,0.67
29416,6.44,0.48
29417,8.82,0.59
29418,10.1,0.5
29419,5.73,0.44
29420,11.12,0.68
29421,6.46,0.42
29422,9.17,0.74
29423,26.49,0.75
29424,6.25,0.35
29425,9.29,0.56
29426,11.62,0.71
29427,11.04,0.63
29428,4.98,0.47
29429,9.58,0.49
29430,18.72,1.15
29431,6.13,0.49
29432,4.58,0.29
29433,8.34,0.54
29434,6.45,0.56
29435,5.07,0.37
29436,9.76,0.51
29437,31.35,0.75
29438,9.31,0.6
29439,10.03,0.72
29440,6.32,0.43
29441,4.7,0.45
29442,6.25,0.44
29443,8.8,0.44
29444,7.19,0.55
29445,8.46,0.55
29446,5.7,0.33
29447,7.83,0.44
29448,17.12,0.8
29449,6.59,0.32
29450,4.97,0.42
29451,5.47,0.39
29452,19.67,0.68
29453,9.35,0.48
29454,6.21,0.46
29455,41.91,1.15
29456,9.08,0.45
29457,6.47,0.44
29458,6.74,0.48
29459,8.81,0.56
29460,10.16,0.58
29461,9.78,0.67
29462,9.0,0.44
29463,10.27,0.61
29464,8.2,0.56
29465,8.45,0.53
29466,8.0,0.41
29467,7.18,0.72
29468,9.16,0.54
29469,48.0,0.99
29470,17.1,0.58
29471,53.13,1.16
29472,5.94,0.51
29473,8.26,0.72
29474,10.18,0.68
29475,24.62,0.79
29476,11.72,0.61
29477,8.38,0.51
29478,6.83,0.48
29479,2.97,0.36
29480,9.19,0.43
29481,5.87,0.31
29482,18.67,1.12
29483,11.06,0.7
29484,7.27,0.63
29485,9.27,0.65
29486,7.33,0.41
29487,7.85,0.48
29488,5.2,0.36
29489,30.62,0.94
29490,6.74,0.46
29491,7.69,0.5
29492,15.13,0.61
29493,10.6,0.63
29494,5.94,0.54
29495,4.69,0.42
29496,7.62,0.41
29497,5.57,0.27
29498,8.7,0.56
29499,9.9,0.65
29500,7.14,0.46
29501,7.73,0.5
29502,9.03,0.67
29503,8.53,0.5
29504,29.5,0.92
29505,13.62,0.77
29506,7.87,0.51
29507,17.12,0.61
29508,9.52,0.58
29509,6.74,0.6
29510,11.78,0.48
29511,8.11,0.4
29512,20.28,0.83
29513,9.28,0.7
29514,11.2,0.62
29515,4.98,0.36
29516,8.71,0.51
29517,9.16,0.72
29518,7.07,0.62
29519,7.08,0.42
29520,6.11,0.56
29521,8.63,0.71
29522,7.72,0.51
29523,16.17,1.05
29524,6.14,0.4
29525,7.28,0.58
29526,12.34,0.7
29527,39.5,1.04
29528,6.64,0.28
29529,7.72,0.47
29530,6.33,0.44
29531,5.97,0.48
29532,16.64,0.74
29533,7.93,0.7
29534,5.79,0.36
29535,7.58,0.37
29536,12.81,0.78
29537,6.7,0.53
29538,9.72,0.46
29539,8.33,0.58
29540,6.04,0.5
29541,7.34,0.67
29542,6.28,0.43
29543,24.32,0.81
29544,7.05,0.39
29545,9.19,0.54
29546,7.17,0.39
29547,5.85,0.33
29548,5.96,0.37
29549,11.71,0.84
29550,10.27,0.67
29551,16.56,0.77
29552,22.29,0.51
29553,22.24,0.73
29554,11.55,0.78
29555,5.42,0.51
29556,10.68,0.86
29557,7.25,0.49
29558,11.27,0.69
29559,6.98,0.35
29560,6.94,0.4
29561,10.15,0.6
29562,7.47,0.43
29563,5.94,0.43
29564,30.02,1.22
29565,8.52,0.41
29566,6.51,0.33
29567,6.4,0.47
29568,14.1,0.91
29569,5.84,0.38
29570,9.09,0.55
29571,10.78,0.75
29572,24.88,0.76
29573,7.04,0.55
29574,5.89,0.54
29575,41.8,1.13
29576,9.97,0.79
29577,5.5,0.48
29578,13.81,0.86
29579,9.49,0.55
29580,19.46,1.05
29581,11.42,0.73
29582,4.68,0.45
29583,11.44,0.73
29584,12.92,0.69
29585,9.87,0.63
29586,7.74,0.35
29587,11.38,0.5
29588,9.55,0.77
29589,7.86,0.35
29590,5.06,0.43
29591,15.93,0.75
29592,9.76,0.67
29593,16.67,0.84
29594,6.13,0.39
29595,7.54,0.48
29596,9.98,0.65
29597,11.02,0.49
29598,5.64,0.43
29599,8.35,0.38
29600,9.8,0.91
29601,7.2,0.4
29602,9.22,0.53
29603,19.84,1.5
29604,31.34,0.96
29605,8.3,0.54
29606,10.37,0.68
29607,6.88,0.43
29608,15.98,1.01
29609,10.24,0.5
29610,19.74,0.87
29611,4.59,0.44
29612,489.7,2.45
29613,5.37,0.46
29614,7.64,0.49
29615,12.19,0.78
29616,6.26,0.61
29617,6.93,0.46
29618,6.14,0.38
29619,7.26,0.38
29620,7.89,0.46
29621,9.52,0.49
29622,5.86,0.45
29623,7.91,0.44
29624,7.23,0.44
29625,9.67,0.71
29626,7.73,0.49
29627,5.47,0.27
29628,10.07,0.5
29629,10.13,0.46
29630,8.86,0.59
29631,12.59,0.59
29632,17.04,0.59
29633,17.48,0.83
29634,21.66,1.09
29635,5.24,0.49
29636,5.7,0.48
29637,14.53,0.73
29638,10.99,0.81
29639,11.64,0.88
29640,6.17,0.42
29641,111.72,1.0
29642,11.06,0.45
29643,5.85,0.33
29644,6.08,0.34
29645,17.92,1.12
29646,4.88,0.31
29647,7.38,0.44
29648,17.88,0.77
29649,8.88,0.64
29650,7.83,0.68
29651,6.15,0.3
29652,7.15,0.62
29653,8.26,0.41
29654,10.7,0.63
29655,5.07,0.37
29656,10.59,0.73
29657,16.65,1.18
29658,25.06,1.08
29659,57.0,1.18
29660,9.37,0.47
29661,7.59,0.42
29662,9.17,0.56
29663,34.76,0.7
29664,8.05,0.57
29665,10.32,0.72
29666,6.05,0.4
29667,12.4,0.72
29668,7.19,0.49
29669,7.32,0.61
29670,4.39,0.39
29671,8.45,0.48
29672,7.89,0.47
29673,7.75,0.38
29674,7.64,0.47
29675,19.64,1.01
29676,40.66,1.48
29677,17.65,1.23
29678,11.35,0.73
29679,7.22,0.41
29680,8.11,0.51
29681,20.69,0.97
29682,5.84,0.34
29683,8.73,0.58
29684,49.17,1.19
29685,12.91,0.66
29686,6.19,0.44
29687,9.07,0.48
29688,5.84,0.43
29689,5.18,0.5
29690,9.6,0.57
29691,15.59,0.96
29692,5.61,0.4
29693,5.4,0.38
29694,5.68,0.43
29695,9.79,0.59
29696,13.47,0.95
29697,10.52,0.78
29698,5.94,0.48
29699,86.59,0.75
29700,8.95,0.49
29701,6.55,0.55
29702,9.48,0.56
29703,14.05,0.77
29704,9.35,0.61
29705,6.97,0.6
29706,9.05,0.5
29707,21.3,0.76
29708,14.1,0.5
29709,7.63,0.52
29710,12.55,0.99
29711,16.27,0.83
29712,5.83,0.31
29713,5.64,0.42
29714,20.9,0.56
29715,6.57,0.45
29716,8.36,0.72
29717,7.71,0.44
29718,8.74,0.44
29719,10.39,0.5
29720,8.21,0.42
29721,6.02,0.37
29722,6.5,0.46
29723,7.83,0.31
29724,9.16,0.78
29725,7.16,0.48
29726,11.12,0.76
29727,48.18,1.15
29728,6.42,0.4
29729,7.74,0.43
29730,6.44,0.38
29731,11.03,0.62
29732,14.34,1.03
29733,8.9,0.59
29734,7.25,0.46
29735,11.49,0.57
29736,19.75,1.52
29737,8.62,0.56
29738,10.26,0.35
29739,8.8,0.65
29740,5.99,0.42
29741,43.92,1.39
29742,13.33,0.62
29743,8.07,0.35
29744,12.28,0.87
29745,7.4,0.42
29746,110.43,1.16
29747,7.15,0.7
29748,16.31,0.81
29749,4.99,0.38
29750,5.15,0.36
29751,7.64,0.52
29752,11.69,0.63
29753,10.13,0.69
29754,19.06,0.58
29755,17.74,0.69
29756,9.81,0.57
29757,76.98,1.29
29758,42.15,1.44
29759,10.21,0.62
29760,8.75,0.5
29761,9.21,0.61
29762,9.34,0.79
29763,8.31,0.6
29764,8.29,0.36
29765,9.73,0.53
29766,7.66,0.42
29767,7.32,0.54
29768,11.78,0.5
29769,5.97,0.32
29770,12.9,0.81
29771,5.82,0.38
29772,22.43,0.9
29773,7.52,0.54
29774,7.72,0.46
29775,12.96,0.83
29776,9.09,0.51
29777,13.24,0.87
29778,7.35,0.46
29779,8.75,0.76
29780,6.61,0.4
29781,7.82,0.35
29782,7.93,0.55
29783,8.1,0.53
29784,8.23,0.39
29785,6.75,0.55
29786,4.33,0.38
29787,9.7,0.81
29788,9.89,0.4
29789,8.7,0.48
29790,10.85,0.6
29791,12.32,0.8
29792,9.8,0.62
29793,6.76,0.57
29794,8.5,0.65
29795,696.6,6.63
29796,10.37,0.6
29797,13.28,0.61
29798,10.83,0.58
29799,9.54,0.6
29800,17.0,0.71
29801,6.03,0.36
29802,8.35,0.56
29803,13.72,0.97
29804,32.37,1.3
29805,7.78,0.46
29806,7.28,0.42
29807,9.2,0.4
29808,19.15,0.63
29809,9.53,0.6
29810,4.98,0.57
29811,8.2,0.66
29812,17.87,0.82
29813,7.43,0.55
29814,5.61,0.54
29815,7.53,0.61
29816,17.8,0.68
29817,4.97,0.45
29818,8.1,0.77
29819,6.52,0.61
29820,18.16,0.77
29821,10.33,0.81
29822,6.45,0.46
29823,10.41,0.62
29824,7.66,0.53
29825,9.37,0.68
29826,24.11,1.17
29827,6.59,0.57
29828,10.37,0.55
29829,13.09,0.91
29830,5.88,0.34
29831,6.47,0.55
29832,73.73,1.45
29833,10.39,0.65
29834,7.92,0.41
29835,7.23,0.38
29836,38.73,0.84
29837,7.07,0.54
29838,10.6,0.79
29839,8.31,0.65
29840,10.01,0.39
29841,8.31,0.7
29842,6.68,0.55
29843,25.46,1.21
29844,10.06,0.53
29845,10.01,0.64
29846,7.09,0.49
29847,8.62,0.5
29848,17.09,1.19
29849,9.01,0.52
29850,6.65,0.7
29851,38.03,1.24
29852,21.75,0.82
29853,8.12,0.66
29854,7.51,0.46
29855,5.91,0.52
29856,7.67,0.58
29857,9.33,0.57
29858,7.69,0.47
29859,5.48,0.38
29860,7.21,0.42
29861,7.37,0.42
29862,9.26,0.56
29863,6.44,0.26
29864,28.67,1.0
29865,7.37,0.61
29866,12.46,1.0
29867,14.65,0.55
29868,13.15,0.83
29869,6.68,0.44
29870,7.61,0.45
29871,7.66,0.53
29872,7.78,0.45
29873,11.23,0.36
29874,6.44,0.55
29875,5.26,0.32
29876,4.68,0.33
29877,10.55,0.66
29878,7.92,0.36
29879,28.71,0.85
29880,5.42,0.44
29881,14.22,0.76
29882,7.94,0.55
29883,23.59,0.61
29884,8.99,0.8
29885,8.05,0.53
29886,38.07,1.04
29887,30.71,0.65
29888,6.79,0.44
29889,6.74,0.53
29890,9.08,0.53
29891,10.0,0.66
29892,6.4,0.6
29893,7.82,0.45
29894,8.25,0.77
29895,11.73,0.48
29896,7.75,0.6
29897,10.17,0.51
29898,40.35,1.27
29899,8.61,0.63
29900,5.41,0.28
29901,7.21,0.4
29902,7.25,0.46
29903,7.08,0.47
29904,35.25,1.51
29905,7.25,0.45
29906,9.09,0.34
29907,5.32,0.58
29908,7.31,0.41
29909,9.34,0.46
29910,7.29,0.29
29911,7.89,0.5
29912,7.5,0.44
29913,6.03,0.35
29914,8.66,0.53
29915,4.33,0.27
29916,6.1,0.43
29917,58.64,1.32
29918,7.63,0.51
29919,6.47,0.46
29920,12.24,0.87
29921,6.41,0.4
29922,7.01,0.58
29923,6.49,0.39
29924,7.37,0.66
29925,13.96,0.62
29926,7.96,0.58
29927,6.63,0.48
29928,27.8,0.94
29929,9.0,0.49
29930,10.51,0.43
29931,5.95,0.31
29932,7.34,0.63
29933,7.72,0.59
29934,11.2,0.74
29935,9.02,0.56
29936,4.75,0.44
29937,7.8,0.49
29938,4.78,0.34
29939,7.68,0.46
29940,6.68,0.33
29941,9.18,0.64
29942,13.97,1.05
29943,12.27,0.74
29944,7.97,0.49
29945,8.71,0.44
29946,33.75,2.12
29947,8.74,0.6
29948,7.67,0.64
29949,8.56,0.41
29950,22.56,2.61
29951,6.21,0.39
29952,10.35,0.76
29953,5.31,0.45
29954,11.61,0.77
29955,7.1,0.62
29956,8.81,0.36
29957,48.3,1.04
29958,5.0,0.45
29959,9.65,0.64
29960,7.62,0.49
29961,6.5,0.34
29962,5.97,0.42
29963,6.66,0.37
29964,5.88,0.31
29965,4.64,0.45
29966,9.96,0.67
29967,17.38,0.86
29968,18.19,1.25
29969,4.9,0.37
29970,4.59,0.42
29971,7.79,0.52
29972,10.97,0.73
29973,9.83,0.88
29974,10.72,0.69
29975,8.17,0.38
29976,8.9,0.55
29977,7.69,0.56
29978,7.44,0.63
29979,7.13,0.47
29980,12.67,0.67
29981,9.07,0.55
29982,8.46,0.5
29983,27.59,0.82
29984,9.86,0.55
29985,6.1,0.38
29986,13.39,0.97
29987,8.55,0.44
29988,5.53,0.41
29989,11.6,1.22
29990,5.59,0.42
29991,8.22,0.61
29992,21.69,1.68
29993,6.87,0.53
29994,7.72,0.38
29995,7.96,0.37
29996,8.39,0.41
29997,77.6,1.19
29998,8.2,0.53
29999,6.18,0.51
30000,10.8,0.71
30001,8.06,0.7
30002,8.1,0.57
30003,7.12,0.45
30004,6.1,0.5
30005,9.07,0.69
30006,5.53,0.42
30007,6.12,0.38
30008,18.85,0.78
30009,6.85,0.48
30010,7.98,0.49
30011,7.78,0.49
30012,7.47,0.4
30013,33.48,0.99
30014,9.98,0.52
30015,7.69,0.56
30016,32.21,1.03
30017,5.48,0.34
30018,4.3,0.35
30019,6.28,0.32
30020,5.77,0.36
30021,9.24,0.52
30022,8.61,0.6
30023,12.68,0.62
30024,6.35,0.39
30025,8.87,0.47
30026,7.02,0.42
30027,9.47,0.59
30028,8.77,0.5
30029,41.15,1.24
30030,6.85,0.55
30031,7.92,0.52
30032,7.29,0.43
30033,14.36,0.73
30034,4.47,0.39
30035,85.79,1.18
30036,6.58,0.52
30037,4.81,0.38
30038,8.47,0.65
30039,8.28,0.65
30040,22.87,1.18
30041,10.41,0.73
30042,9.46,0.56
30043,36.44,0.65
30044,10.55,0.7
30045,9.62,0.74
30046,7.59,0.47
30047,15.88,0.95
30048,10.5,0.57
30049,6.69,0.4
30050,71.47,0.89
30051,8.71,0.66
30052,6.68,0.34
30053,8.43,0.67
30054,7.67,0.6
30055,6.22,0.41
30056,13.41,1.02
30057,9.02,0.35
30058,10.74,0.6
30059,5.55,0.41
30060,6.01,0.56
30061,10.55,0.73
30062,6.69,0.41
30063,9.43,0.59
30064,11.98,0.79
30065,13.03,0.63
30066,9.4,0.52
30067,5.19,0.35
30068,14.43,0.9
30069,4.68,0.42
30070,9.75,0.55
30071,6.05,0.46
30072,6.66,0.51
30073,6.31,0.42
30074,26.81,0.62
30075,9.69,0.4
30076,9.12,0.59
30077,5.88,0.38
30078,8.87,0.78
30079,16.4,0.65
30080,18.04,0.94
30081,6.71,0.45
30082,7.19,0.43
30083,7.01,0.59
30084,9.58,0.43
30085,9.37,0.53
30086,7.58,0.62
30087,18.84,0.5
30088,7.97,0.55
30089,6.85,0.59
30090,17.11,1.14
30091,10.94,0.82
30092,11.54,1.13
30093,7.16,0.57
30094,9.18,0.49
30095,5.09,0.34
30096,5.82,0.46
30097,31.85,1.02
30098,16.01,0.8
30099,9.17,0.64
30100,9.35,0.85
